radio_cens,Casa Tipo A,Casa Tipo B,Casilla,Departamento,Local no construido para habitación,Pieza en hotel familiar o pensión,Pieza en inquilinato,Rancho,Total,Vivienda móvil
820420304,1,2,0,0,0,0,0,0,3,0
820420305,0,50,0,0,0,0,0,0,50,0
820420306,6,32,0,0,0,0,0,5,43,0
820420307,5,4,1,0,0,0,0,0,10,0
820420308,8,17,1,0,0,0,0,2,28,0
820420309,2,37,0,0,0,0,0,1,40,0
820420310,0,7,0,0,0,0,0,0,7,0
820420311,0,26,4,0,0,0,1,3,34,0
820420312,1,68,1,0,0,0,1,5,76,0
820420313,1,81,1,0,1,0,1,7,92,0
820420314,79,52,1,0,2,0,2,0,136,0
820420315,36,24,0,0,1,0,0,2,63,0
820420316,60,18,0,1,0,0,0,2,81,0
820420317,27,3,0,0,0,0,0,0,30,0
820420318,26,42,3,0,0,0,0,3,74,0
820420319,1,15,1,0,0,0,0,1,18,0
820420320,7,4,0,0,0,0,0,0,11,0
820420321,3,2,0,2,0,0,0,0,7,0
820420322,9,4,0,0,0,0,0,3,16,0
820420323,28,47,0,0,0,0,0,6,81,0
820420324,0,5,0,0,0,0,0,1,6,0
820420401,2,18,0,0,0,0,0,0,20,0
820420402,4,181,25,1,1,0,5,15,232,0
820420403,3,102,0,0,0,0,0,5,110,0
820420404,9,32,1,0,0,0,0,0,42,0
820420405,3,1,0,0,0,0,0,0,4,0
820420406,1,7,0,0,0,0,0,0,8,0
820420407,1,4,0,0,0,0,0,0,5,0
820420408,1,5,0,0,0,0,0,0,6,0
820420409,0,1,0,0,0,0,0,0,1,0
820420410,2,3,0,0,0,0,0,0,5,0
820420411,0,5,0,0,0,0,0,0,5,0
820420412,2,14,0,0,0,0,0,0,16,0
820420413,2,64,1,0,0,0,0,6,73,0
820420414,1,8,0,0,0,0,0,2,11,0
820420415,1,31,0,0,0,0,0,0,32,0
820420416,0,7,0,0,0,0,0,0,7,0
820420417,23,7,0,0,0,0,0,0,30,0
820420418,1,11,0,0,0,0,0,0,12,0
820420419,0,0,0,3,0,0,0,0,3,0
820420420,1,0,0,0,0,0,0,0,1,0
820420421,4,7,0,0,0,0,0,0,11,0
820420501,1,14,1,0,0,0,0,0,16,0
820420502,1,11,0,0,0,0,2,0,15,1
820420503,2,48,0,0,0,0,1,3,54,0
820420504,0,0,0,0,0,0,0,0,0,0
820420505,1,4,0,0,0,0,0,0,5,0
820420506,4,1,1,0,0,0,0,0,6,0
820420507,3,4,0,0,0,0,0,0,7,0
820420508,1,54,0,0,0,0,0,7,62,0
820420509,1,21,0,0,0,0,0,2,24,0
820420601,0,12,1,2,1,0,0,1,17,0
820420602,0,40,1,0,0,0,0,3,44,0
820420603,0,17,0,0,0,0,0,1,18,0
820420604,0,16,1,0,0,0,0,1,18,0
820420605,0,19,0,0,0,0,0,1,20,0
820420606,0,7,0,0,0,0,0,0,7,0
820420607,0,4,0,0,0,0,0,0,4,0
820420608,0,2,0,0,0,0,0,0,2,0
820420609,0,0,0,0,0,0,0,0,0,0
820420610,0,7,0,0,0,0,0,0,7,0
820420611,0,1,0,0,1,0,0,0,2,0
820420612,0,3,0,0,0,0,0,0,3,0
820420613,0,7,0,0,0,0,0,0,7,0
820420614,0,4,0,0,0,0,0,0,4,0
820420615,0,0,0,0,0,0,0,0,0,0
820420616,0,4,0,0,0,0,1,0,5,0
820420617,0,25,0,0,0,0,0,1,26,0
820420618,0,46,0,0,0,0,0,0,46,0
820420619,2,58,0,0,0,0,0,5,65,0
820420620,2,22,0,0,0,0,0,0,24,0
820420621,0,14,0,0,1,0,0,1,16,0
820420622,0,0,0,0,0,0,0,0,0,0
820420701,2,17,0,0,0,0,0,0,19,0
820420702,2,71,0,2,0,0,1,9,85,0
820420703,0,20,0,0,0,0,0,0,20,0
820420704,0,80,1,0,0,0,2,4,87,0
820420705,0,0,0,1,1,0,0,0,2,0
820420706,0,9,0,0,0,0,0,5,14,0
820420707,0,7,0,1,0,0,0,0,8,0
820420708,7,3,0,1,0,0,0,0,11,0
820420709,0,4,0,0,0,0,0,0,4,0
820420710,0,2,0,0,0,0,0,0,2,0
820420711,3,11,0,0,0,2,0,0,16,0
820420712,1,0,0,0,0,1,0,0,2,0
820420713,1,5,0,0,0,0,0,0,6,0
820420714,1,3,0,0,0,0,0,0,4,0
820420715,1,107,1,0,0,0,1,35,146,1
820420716,0,22,0,0,0,0,0,0,22,0
820420717,4,68,0,0,0,0,0,4,76,0
820420718,5,2,0,0,0,0,0,0,7,0
820420719,0,6,0,0,0,0,0,0,6,0
820420720,0,28,0,0,0,0,0,0,28,0
820420721,0,17,0,0,0,0,1,0,18,0
820420801,2,8,0,0,0,0,0,0,10,0
820420802,0,1,0,0,0,0,1,0,2,0
820420803,0,0,0,0,0,0,0,0,0,0
820420804,0,1,0,3,0,0,0,0,4,0
820420805,0,1,0,0,0,0,0,0,1,0
820420806,1,1,0,0,0,0,2,0,4,0
820420807,1,1,0,0,0,0,0,0,2,0
820420808,0,0,0,1,0,0,0,0,1,0
820420809,0,1,0,0,0,0,0,0,1,0
820420810,1,3,0,0,0,0,0,0,4,0
820420811,0,9,0,0,0,0,0,1,10,0
820420901,2,89,8,0,0,0,0,5,104,0
820420902,0,15,0,0,0,0,0,0,15,0
820420903,3,18,0,0,2,0,0,2,25,0
820420904,1,11,0,2,0,0,8,3,25,0
820420905,3,17,1,1,0,0,0,0,22,0
820420906,4,110,5,0,0,0,0,2,121,0
820420907,5,14,1,0,0,0,1,4,25,0
820420908,0,5,0,0,0,0,0,1,6,0
820420909,0,1,0,0,0,0,0,0,1,0
820420910,0,0,0,0,0,0,0,0,0,0
820420911,0,2,0,1,0,0,0,0,3,0
820420912,0,3,0,1,0,0,0,0,4,0
820420913,0,4,0,0,0,0,0,0,4,0
820420914,0,0,0,0,0,0,0,0,0,0
820420915,0,2,0,0,0,0,0,0,2,0
820420916,2,34,1,0,0,0,0,1,38,0
820420917,3,48,0,0,0,0,1,2,54,0
820420918,1,1,0,1,0,0,1,0,4,0
820420919,3,78,0,1,0,0,5,4,91,0
820420920,0,37,0,0,0,0,8,1,46,0
820420921,4,51,0,0,0,0,0,3,58,0
820420922,3,99,3,0,0,0,2,10,117,0
820420923,3,31,0,0,0,3,0,0,37,0
820420924,0,1,0,0,0,0,0,0,1,0
820420925,2,9,0,0,0,0,0,0,11,0
820420926,4,14,0,0,0,0,1,0,19,0
820421001,0,8,0,1,0,0,0,0,9,0
820421002,3,86,1,0,0,0,1,4,95,0
820421003,1,14,2,0,0,0,0,0,17,0
820421004,1,24,0,0,0,0,0,0,25,0
820421005,4,61,0,0,0,0,0,2,67,0
820421006,1,24,0,0,0,0,0,2,27,0
820421007,1,14,0,0,0,0,0,0,15,0
820421008,3,112,6,4,1,0,0,5,131,0
820421009,1,55,0,0,0,0,0,0,57,1
820421010,2,178,0,2,0,1,4,1,188,0
820421011,1,118,5,1,0,0,1,1,127,0
820421012,3,23,0,0,0,0,0,0,26,0
820421013,6,25,0,0,0,0,0,0,31,0
820421014,1,23,0,1,0,0,0,2,27,0
820421015,2,48,0,0,0,0,2,0,52,0
820421016,1,168,4,0,1,0,0,1,175,0
820421102,2,1,1,0,0,0,0,0,4,0
820421103,0,13,0,0,0,0,0,0,13,0
820421104,1,2,0,0,0,0,0,0,3,0
820421105,3,17,0,0,0,0,0,0,20,0
820421106,0,39,0,0,0,0,0,1,41,1
820421107,1,4,0,0,0,0,0,0,5,0
820421108,6,30,0,0,0,0,0,0,36,0
820421109,0,10,0,0,0,0,0,0,10,0
820421110,5,5,1,0,0,0,0,1,12,0
820421111,2,5,1,0,0,0,0,0,9,1
820421112,0,13,1,0,0,0,2,0,16,0
820421113,0,4,0,0,0,0,0,0,4,0
820421114,0,3,0,0,0,0,0,0,3,0
820421115,0,0,0,0,0,0,0,0,0,0
820421116,0,13,0,0,0,0,0,0,13,0
820421117,4,4,0,0,0,0,0,4,12,0
820421118,17,26,0,0,0,0,0,1,44,0
820421119,1,41,2,0,1,0,0,0,45,0
820421120,1,15,0,0,0,0,0,0,16,0
820421121,0,5,0,0,0,0,0,3,8,0
820421201,1,9,0,0,0,0,0,0,10,0
820421202,3,5,0,0,0,0,1,0,9,0
820421203,1,58,0,0,0,0,0,2,61,0
820421204,0,28,0,0,0,0,0,0,28,0
820421205,0,9,0,0,0,0,0,0,9,0
820421206,1,1,0,0,0,0,0,0,2,0
820421207,0,16,0,0,0,0,0,1,17,0
820421208,1,27,0,0,0,0,2,3,33,0
820421209,3,3,2,0,0,0,0,1,9,0
820421210,0,41,0,0,0,0,0,1,42,0
820421211,0,2,2,0,0,0,0,0,4,0
820421212,0,5,0,0,0,0,0,0,5,0
820421213,0,8,0,0,1,0,0,0,9,0
820421214,0,10,0,0,0,0,0,1,11,0
820421215,0,5,0,0,0,0,0,0,5,0
820421216,0,16,0,0,1,0,0,1,18,0
820429101,0,0,0,0,0,0,0,0,0,0
820490101,0,100,0,0,0,0,0,82,182,0
820490102,0,132,1,0,0,1,2,32,168,0
820490103,1,45,1,0,0,0,0,36,83,0
820490104,0,2,0,0,0,0,0,10,12,0
820490105,0,43,1,0,0,0,0,13,57,0
820490106,0,18,1,0,2,0,0,7,28,0
820490107,0,73,2,0,1,0,0,12,88,0
820490108,0,38,1,0,1,0,0,15,55,0
820490109,0,51,4,0,0,0,0,7,62,0
820490110,0,40,0,0,0,1,0,13,54,0
820490111,1,28,0,0,0,0,0,7,36,0
820490112,0,100,1,0,0,0,0,60,162,1
820490113,0,13,0,0,0,0,0,16,29,0
820490114,0,51,0,0,0,0,3,20,74,0
820490115,0,31,0,0,0,0,0,4,35,0
820490116,0,159,3,0,1,0,0,35,198,0
820490117,0,11,0,0,0,0,0,1,12,0
820490118,0,42,0,0,0,0,0,9,51,0
820490119,0,21,4,0,0,0,0,2,27,0
820490120,0,5,0,0,0,0,0,3,9,1
820490121,0,86,3,0,0,0,1,13,103,0
820490122,0,25,0,0,0,0,0,14,39,0
820490123,1,139,1,0,0,0,5,45,191,0
820490124,0,27,1,0,0,0,0,0,28,0
820490125,0,32,1,0,1,0,0,3,37,0
820490126,2,47,5,0,0,0,0,11,65,0
820490127,0,31,0,0,0,0,0,7,38,0
820490128,0,50,2,0,0,0,1,4,57,0
820490201,0,34,2,0,0,0,1,18,55,0
820490202,0,58,7,0,0,0,0,21,86,0
820490203,0,16,0,0,0,0,0,2,18,0
820490204,1,2,1,0,0,0,0,0,4,0
820490205,0,15,0,0,0,0,0,8,23,0
820490206,0,3,0,0,0,0,0,2,5,0
820490207,1,5,0,0,0,0,0,3,9,0
820490208,1,7,0,0,0,0,0,2,10,0
820490209,2,18,0,0,0,0,0,1,21,0
820490210,1,15,2,0,0,0,0,8,26,0
820490211,1,4,0,0,0,0,0,0,5,0
820490212,0,14,1,0,0,0,0,7,22,0
820490213,0,51,2,0,8,0,0,24,85,0
820490301,0,71,2,0,0,0,0,20,93,0
820490302,1,36,3,0,0,0,0,4,44,0
820490303,0,2,0,0,0,3,3,0,8,0
820490304,0,13,0,0,0,0,0,0,13,0
820490305,0,35,0,0,0,0,0,1,36,0
820490306,0,27,2,0,0,0,0,1,30,0
820490307,0,17,0,0,0,0,0,49,66,0
820490308,2,256,15,0,1,0,0,133,407,0
820490309,1,2,0,0,0,0,0,2,5,0
820490310,0,39,0,0,0,0,0,19,58,0
820490311,0,107,4,0,0,0,0,38,149,0
820490312,0,12,3,0,0,0,0,13,28,0
820490313,1,60,2,0,0,0,0,19,82,0
820490314,1,7,0,0,0,0,0,10,18,0
820490315,0,41,0,0,1,0,0,31,73,0
820490316,0,5,0,0,0,0,0,1,6,0
820490317,0,10,0,0,0,0,0,6,16,0
820490318,0,16,0,0,0,0,0,4,20,0
820490319,0,24,0,0,0,0,0,11,35,0
820490320,0,0,1,0,0,0,0,20,21,0
820490321,0,10,0,0,0,0,0,9,19,0
820490322,0,6,0,0,0,0,0,13,19,0
820490323,0,46,0,0,0,0,0,17,63,0
820490324,0,27,1,0,0,0,0,13,41,0
820490325,0,10,0,0,0,0,0,7,17,0
820490326,9,102,3,0,0,0,0,19,133,0
820490327,0,46,1,0,1,0,0,16,64,0
820490328,0,36,1,0,0,0,0,21,58,0
820490329,0,35,0,0,0,0,7,0,42,0
820490330,0,19,0,0,0,0,0,1,20,0
820490331,0,2,0,0,0,0,0,0,2,0
820490332,0,25,0,0,0,0,0,1,26,0
820490333,0,28,0,0,0,0,0,2,30,0
820490334,0,29,0,0,0,0,0,1,30,0
820490401,0,11,0,0,0,0,0,12,23,0
820490402,4,29,1,0,0,0,0,23,57,0
820490403,2,21,2,0,1,0,0,12,38,0
820490404,1,33,0,0,1,0,0,9,44,0
820490405,0,5,0,0,0,0,0,3,8,0
820490406,0,4,0,0,0,0,1,2,7,0
820490407,0,0,0,0,0,0,0,19,19,0
820490408,0,38,0,0,0,0,0,28,66,0
820490409,0,5,2,0,0,0,0,2,9,0
820490410,0,3,0,0,0,0,0,4,7,0
820490411,0,26,0,0,0,0,0,57,83,0
820490412,8,42,1,0,0,0,0,16,67,0
820490413,0,22,0,0,0,0,0,20,42,0
820490414,0,4,0,0,0,0,0,6,10,0
820490415,0,11,2,0,0,0,0,14,27,0
820490416,0,50,2,0,0,0,0,36,88,0
820490417,0,1,0,0,0,0,0,0,1,0
820490418,3,29,1,0,0,0,0,17,50,0
820490419,0,1,0,0,0,0,0,1,2,0
820490501,2,0,0,0,0,0,0,15,17,0
820490502,1,5,0,0,0,0,0,3,9,0
820490503,0,12,0,0,0,0,0,5,17,0
820490504,2,14,0,0,0,0,0,13,29,0
820490505,0,36,0,0,0,0,0,4,40,0
820490506,2,22,1,0,0,0,0,4,29,0
820490507,1,19,0,0,0,0,0,20,40,0
820490508,0,13,0,0,0,0,0,22,35,0
820490509,1,21,0,0,0,0,0,14,36,0
820490510,2,58,3,2,0,0,1,15,81,0
820490511,0,20,1,0,0,0,0,5,26,0
820490512,0,0,0,1,0,0,0,0,1,0
820490513,0,1,0,0,0,0,0,0,1,0
820490514,0,58,1,3,0,0,1,3,66,0
820490515,0,5,0,0,0,0,0,0,5,0
820490516,1,14,0,0,0,0,0,0,15,0
820490517,0,7,0,0,0,0,0,0,7,0
820490518,0,10,0,1,0,0,0,0,11,0
820490519,0,2,0,0,0,0,0,2,4,0
820490520,0,0,0,0,0,0,0,1,1,0
820490521,10,6,0,0,0,0,0,1,17,0
820490522,1,7,0,0,0,0,0,0,8,0
820490523,0,67,1,6,0,0,1,9,84,0
820490524,0,21,1,0,0,0,7,0,29,0
820490525,0,2,0,0,0,0,0,0,2,0
820490526,0,9,0,1,0,0,0,0,10,0
820490527,0,35,0,0,0,0,4,0,39,0
820490601,0,5,1,7,0,0,0,0,13,0
820490602,0,17,0,2,0,0,4,0,23,0
820490603,0,18,2,0,0,0,0,2,22,0
820490604,0,5,0,4,0,0,0,0,9,0
820490605,0,9,2,0,0,0,3,1,15,0
820490606,0,6,0,0,0,0,0,0,6,0
820490607,0,47,0,0,0,0,0,0,47,0
820490608,2,112,3,0,0,0,0,28,145,0
820490609,0,5,0,0,0,0,0,0,5,0
820490610,0,12,0,0,0,0,0,0,12,0
820490611,0,0,0,0,0,0,0,0,0,0
820490612,0,0,0,0,0,0,0,0,0,0
820490613,0,1,0,0,0,0,0,0,2,1
820490614,0,0,0,0,0,0,0,0,0,0
820490615,0,0,0,2,0,0,0,0,2,0
820490616,0,3,0,0,0,0,0,0,3,0
820490701,0,27,4,0,0,0,0,17,48,0
820490702,0,3,1,3,0,0,0,0,7,0
820490703,0,3,0,0,0,0,1,0,4,0
820490704,0,4,0,1,0,0,0,0,5,0
820490705,0,35,0,0,0,0,0,0,35,0
820490706,0,0,0,0,0,0,0,0,0,0
820490707,0,19,0,0,0,0,0,2,21,0
820490708,1,4,0,0,1,0,0,0,6,0
820490709,0,4,0,0,0,0,0,0,4,0
820490710,0,2,0,0,0,0,0,0,2,0
820490711,0,1,0,0,0,0,0,0,1,0
820490712,0,10,0,1,0,0,4,0,15,0
820490713,0,1,0,1,0,0,0,0,2,0
820490714,0,4,0,0,0,0,0,0,4,0
820490715,0,27,0,1,0,0,1,5,34,0
820490716,0,34,0,0,0,0,1,1,36,0
820490717,30,125,0,12,0,0,2,0,169,0
820490718,12,291,12,21,3,0,4,55,398,0
820490719,12,210,3,0,0,0,0,24,250,1
820490801,2,21,0,0,0,0,0,16,39,0
820490802,2,37,1,0,0,0,0,6,46,0
820490803,0,26,4,0,0,0,0,25,55,0
820490804,0,0,1,0,0,0,0,2,3,0
820490805,0,3,1,0,0,0,0,0,4,0
820490806,1,15,0,0,0,0,0,3,19,0
820490807,0,33,0,0,0,0,0,6,39,0
820490808,0,23,0,0,0,0,0,20,43,0
820490809,0,30,0,0,0,0,0,26,56,0
820490810,1,67,1,0,0,0,0,24,94,1
820490811,0,0,0,0,0,0,0,0,0,0
820490812,0,6,0,0,0,0,0,6,13,1
820490813,1,2,0,0,0,0,0,0,3,0
820490814,0,26,1,0,0,0,0,10,37,0
820490815,3,9,1,0,0,0,0,7,20,0
820490816,0,8,0,0,0,0,0,4,12,0
820490817,0,1,0,0,0,0,0,0,1,0
820490818,1,32,0,0,0,0,0,14,47,0
820490819,0,15,0,0,0,0,0,10,25,0
820490901,0,3,0,0,0,0,1,0,4,0
820490902,4,6,0,0,0,0,0,1,11,0
820490903,0,21,0,0,0,0,2,12,35,0
820490904,4,29,0,0,0,0,0,9,42,0
820490905,2,23,0,0,0,0,0,4,29,0
820490906,0,62,0,0,0,0,0,2,64,0
820490907,0,1,0,0,0,0,0,0,1,0
820490908,0,19,1,0,0,0,0,3,23,0
820490909,0,16,0,0,0,0,0,6,22,0
820490910,0,4,0,0,0,0,0,0,7,3
820490911,0,11,1,0,0,0,0,4,16,0
820490912,1,33,0,0,0,0,0,7,43,2
820490913,0,63,1,0,1,0,0,50,116,1
820490914,0,12,0,0,0,0,0,1,20,7
820490915,0,46,3,0,0,0,1,3,53,0
820490916,0,2,0,0,0,0,1,1,4,0
820491001,0,6,0,0,0,0,1,2,9,0
820491002,0,6,0,0,0,0,0,0,6,0
820491003,0,0,0,0,0,0,0,0,0,0
820491004,0,1,0,1,1,0,0,0,3,0
820491005,2,7,0,0,0,0,0,0,9,0
820491006,1,101,0,0,0,0,0,4,106,0
820491007,8,317,6,2,0,0,2,2,337,0
820491008,2,60,0,5,0,0,0,0,67,0
820491009,1,15,0,0,0,0,0,0,16,0
820491010,0,19,0,1,0,0,1,0,21,0
820491011,7,102,3,0,0,1,3,0,116,0
820491012,3,43,0,2,0,0,2,1,51,0
820491013,0,43,0,1,0,0,1,0,45,0
820491014,3,60,2,3,0,1,1,1,71,0
820491015,20,117,1,4,0,0,0,1,143,0
820491016,3,255,3,0,0,0,5,22,288,0
820491017,1,228,0,12,0,0,0,9,250,0
820491018,0,26,0,7,0,0,0,0,37,4
820491019,2,107,1,0,0,0,0,3,113,0
820560101,1,39,2,0,0,0,0,5,47,0
820560102,2,9,0,0,0,0,0,0,11,0
820560103,0,9,5,0,0,0,0,3,17,0
820560104,0,2,0,0,0,0,0,0,2,0
820560105,0,15,0,0,0,0,0,2,17,0
820560106,2,17,0,0,0,0,0,3,22,0
820560107,0,1,0,0,0,0,0,0,1,0
820560108,0,23,1,0,0,0,0,4,28,0
820560109,0,14,0,0,0,0,0,0,14,0
820560110,6,16,0,0,0,0,0,0,22,0
820560111,0,37,3,0,1,0,0,1,42,0
820560112,3,35,1,0,0,0,0,1,40,0
820560113,1,8,1,0,0,0,0,1,11,0
820560114,2,3,0,0,0,0,0,0,5,0
820560115,0,21,0,0,0,0,0,1,22,0
820560116,0,4,0,0,1,0,0,1,6,0
820560117,6,16,1,0,0,0,0,0,23,0
820560118,0,35,0,0,0,0,0,2,37,0
820560201,11,4,0,0,0,0,0,0,15,0
820560202,0,19,0,0,0,0,0,7,26,0
820560203,0,2,0,0,0,0,0,0,2,0
820560204,0,6,0,0,1,0,0,1,8,0
820560205,0,10,0,2,0,0,0,1,13,0
820560206,0,16,3,0,0,0,0,7,26,0
820560207,5,39,3,0,2,0,0,7,56,0
820560208,7,18,3,0,0,0,0,0,28,0
820560209,0,21,0,0,0,0,0,1,22,0
820560210,1,9,1,0,1,0,0,1,13,0
820560211,9,12,0,0,0,0,0,0,21,0
820560212,4,20,0,0,0,0,0,1,25,0
820560213,0,15,0,0,0,0,0,6,21,0
820560214,0,7,0,0,0,0,0,0,7,0
820560215,0,14,0,0,0,0,0,0,14,0
820560216,0,15,0,0,0,0,0,2,17,0
820560217,0,14,2,0,0,0,0,1,17,0
820560218,0,15,1,0,0,0,0,1,17,0
820560219,0,20,0,0,0,0,4,0,24,0
820560301,0,16,0,0,0,0,0,2,18,0
820560302,3,6,0,0,0,0,0,0,9,0
820560303,0,43,1,0,0,0,1,1,46,0
820560304,0,6,0,0,0,0,0,0,6,0
820560305,0,14,1,0,0,0,0,0,15,0
820560306,0,13,0,0,0,0,0,0,13,0
820560307,0,4,0,0,0,0,1,0,5,0
820560308,6,39,0,0,0,0,0,7,52,0
820560309,0,25,0,0,0,0,0,0,25,0
820560310,0,2,0,0,0,0,0,0,2,0
820560311,0,11,0,0,0,0,1,0,12,0
820560312,11,7,0,0,0,0,0,0,18,0
820560313,17,6,0,0,0,0,0,1,24,0
820560314,5,14,1,0,0,0,0,0,20,0
820560401,0,51,1,0,0,0,0,8,60,0
820560402,0,5,0,0,0,0,0,0,5,0
820560403,0,0,0,0,0,0,0,0,0,0
820560404,0,2,0,0,0,0,0,0,2,0
820560405,0,3,0,0,0,0,0,0,3,0
820560406,0,1,0,0,0,0,0,0,1,0
820560407,0,1,0,0,0,0,0,0,1,0
820560408,0,0,0,0,0,0,0,0,0,0
820560409,0,0,0,0,0,0,0,0,0,0
820560410,0,2,0,0,0,0,0,0,2,0
820560411,0,1,0,0,0,0,0,0,1,0
820560412,0,0,0,0,0,0,0,0,0,0
820560413,0,1,0,0,0,0,0,0,1,0
820560414,0,13,5,0,1,0,0,1,20,0
820560415,0,2,0,0,0,0,0,0,2,0
820560501,2,10,0,0,0,0,0,0,12,0
820560502,0,7,1,0,0,0,2,0,10,0
820560503,0,9,0,0,0,0,0,0,9,0
820560504,0,4,0,0,0,0,0,0,4,0
820560505,0,5,0,0,0,0,0,0,5,0
820560506,0,1,0,0,0,0,0,0,1,0
820560507,0,65,3,0,0,0,0,0,68,0
820560508,0,6,0,0,0,0,0,0,6,0
820560509,0,74,1,1,1,0,1,8,86,0
820560510,0,22,1,0,0,0,0,1,24,0
820560511,0,44,0,0,0,0,0,1,45,0
820560512,0,30,0,0,0,0,0,0,30,0
820560513,0,9,0,0,0,0,0,1,10,0
820560514,0,14,0,0,0,0,0,0,14,0
820560515,0,4,0,0,0,0,0,0,4,0
820560516,0,24,0,0,0,0,0,3,27,0
820630101,1,6,0,0,0,0,0,0,7,0
820630102,0,1,0,0,0,0,0,0,1,0
820630103,1,13,1,0,0,0,0,0,15,0
820630104,1,30,3,0,2,0,0,2,38,0
820630105,0,10,0,0,0,0,1,0,11,0
820630106,8,6,1,0,0,0,0,2,17,0
820630107,1,31,0,0,0,0,0,4,36,0
820630108,5,15,0,0,0,0,0,0,20,0
820630109,0,21,0,0,0,0,0,0,21,0
820630110,0,65,1,0,0,0,1,11,78,0
820630111,3,32,3,0,0,0,0,40,78,0
820630112,10,8,1,0,0,0,0,0,19,0
820630113,1,10,0,0,0,0,0,0,11,0
820630114,7,7,0,0,0,0,0,0,14,0
820630115,10,6,0,0,0,0,0,0,16,0
820630116,2,6,0,0,0,0,1,1,10,0
820630117,0,7,0,0,0,0,0,0,7,0
820630118,12,84,4,0,1,0,1,7,109,0
820630119,0,27,0,0,0,0,0,0,27,0
820630120,0,9,1,0,0,0,0,0,10,0
820630121,0,15,0,0,0,0,0,0,15,0
820630122,0,10,0,0,0,0,0,0,10,0
820630123,1,15,0,0,0,0,0,0,16,0
820630124,0,24,0,0,0,0,0,2,26,0
820630125,0,14,0,0,0,0,0,0,14,0
820630126,3,84,2,0,1,0,0,3,93,0
820630127,0,8,1,0,0,0,0,0,9,0
820630128,1,136,8,0,0,0,0,5,155,5
820630129,10,212,7,0,1,1,0,13,244,0
820630201,0,22,0,0,0,0,0,2,24,0
820630202,1,20,1,0,0,0,0,2,24,0
820630203,2,6,1,0,0,0,0,1,10,0
820630204,0,65,1,0,0,0,1,8,75,0
820630205,0,23,0,0,0,0,1,2,26,0
820630206,0,10,0,0,1,0,1,0,12,0
820630207,1,21,2,0,0,0,0,0,24,0
820630208,0,115,0,0,0,0,0,1,116,0
820630209,0,9,0,0,0,0,0,0,9,0
820630210,0,5,0,0,0,0,0,0,5,0
820630211,0,7,0,0,0,0,0,0,7,0
820630212,1,12,2,0,0,0,0,3,18,0
820630213,0,113,0,0,0,0,3,9,125,0
820630214,0,12,0,0,1,0,0,0,13,0
820630215,0,10,0,0,0,0,0,0,10,0
820630216,4,21,1,0,0,0,0,0,26,0
820630217,0,18,0,0,0,0,0,4,22,0
820630218,1,20,1,0,0,0,1,0,23,0
820630219,1,13,2,0,0,0,0,8,25,1
820630220,2,54,1,0,0,0,1,0,58,0
820630221,1,64,1,0,0,0,3,0,69,0
820630222,2,68,5,0,0,0,1,0,76,0
820630223,5,24,2,0,0,0,0,13,44,0
820630224,6,31,2,0,0,0,0,2,41,0
820630225,1,16,1,0,0,0,0,0,18,0
820630226,1,19,1,0,0,0,0,1,22,0
820630227,1,22,0,0,0,0,0,1,28,4
820630228,3,21,1,0,0,0,0,3,28,0
820630229,0,14,0,0,0,0,0,3,17,0
820630230,0,10,0,0,0,0,0,1,11,0
820630231,0,54,0,0,0,0,0,1,55,0
820630232,1,31,0,0,0,0,0,0,32,0
820630301,2,57,3,0,0,0,0,15,77,0
820630302,0,47,2,0,0,0,0,13,62,0
820630303,6,22,2,0,0,0,0,1,31,0
820630304,0,1,0,0,0,0,0,0,1,0
820630305,0,10,0,0,0,0,0,2,12,0
820630306,1,10,0,0,0,0,0,0,11,0
820630307,4,27,0,0,0,0,0,2,33,0
820630308,2,48,2,0,0,0,0,7,59,0
820630309,6,51,0,0,0,0,0,5,62,0
820630310,2,34,4,0,0,0,0,1,41,0
820630311,0,94,5,0,0,0,0,20,119,0
820630312,4,87,6,0,0,0,0,19,117,1
820630313,3,52,1,0,0,0,1,13,70,0
820630314,2,21,0,0,0,0,0,7,30,0
820630315,3,146,6,0,0,0,0,9,164,0
820630316,1,90,2,0,0,0,1,10,104,0
820630317,89,198,7,0,0,0,0,11,305,0
820630318,0,5,0,0,0,0,0,5,10,0
820630319,6,108,3,0,0,0,0,2,119,0
820630320,0,0,0,0,0,0,0,0,0,0
820630321,0,0,0,0,0,0,0,0,0,0
820630322,2,53,4,0,0,0,0,19,79,1
820630323,2,28,0,0,0,0,0,1,31,0
820630324,19,50,4,0,0,0,0,3,76,0
820630325,2,46,4,0,0,0,0,2,55,1
820630326,3,23,0,0,0,0,0,3,29,0
820630327,13,19,0,0,0,0,0,10,42,0
820630401,0,13,0,0,0,0,0,1,14,0
820630402,0,1,0,0,0,0,0,0,1,0
820630403,0,0,0,1,0,0,0,0,1,0
820630404,0,1,0,0,0,0,0,0,1,0
820630405,0,24,0,0,0,0,0,8,32,0
820630406,0,1,0,0,0,0,0,0,2,1
820630407,1,80,0,1,0,0,0,9,91,0
820630408,0,61,3,0,0,0,0,1,65,0
820630409,0,407,0,0,0,0,1,11,419,0
820630410,0,472,39,0,0,0,0,19,530,0
820630411,0,84,4,0,0,0,0,7,95,0
820630412,0,0,0,0,0,0,0,0,0,0
820630501,2,175,10,0,0,0,1,25,213,0
820630502,1,62,2,0,1,0,0,0,66,0
820630503,0,39,0,0,0,0,0,2,41,0
