radio_cens,Casa Tipo A,Casa Tipo B,Casilla,Departamento,Local no construido para habitación,NSA :,Pieza en hotel familiar o pensión,Pieza en inquilinato,Rancho,Total,Vivienda móvil
820350211,390,140,1,2,1,2,0,3,9,546,0
820350212,237,134,0,0,0,1,0,8,3,382,0
820350213,195,103,1,1,0,1,0,0,11,311,0
820420101,43,0,0,0,0,0,0,0,0,43,0
820420102,197,27,0,0,1,0,0,0,1,226,0
820420103,265,16,0,0,0,1,0,1,1,283,0
820420104,77,30,0,0,0,1,0,1,2,110,0
820420105,31,1,2,0,0,0,0,1,0,35,0
820420106,52,4,0,0,1,0,0,0,0,57,0
820420107,256,62,0,1,1,0,0,1,1,322,0
820420108,426,8,0,0,1,0,0,4,0,439,0
820420109,403,4,1,1,1,0,0,1,0,411,0
820420110,145,10,1,0,0,0,0,0,1,158,1
820420111,320,21,0,0,1,0,0,0,2,344,0
820420112,299,6,0,4,0,2,0,0,0,309,0
820420113,49,5,0,0,0,0,0,0,0,54,0
820420115,251,21,0,0,0,0,0,0,0,272,0
820420116,85,9,1,0,1,0,0,0,0,96,0
820420117,91,24,4,0,1,0,0,0,0,121,1
820420118,50,8,0,0,2,1,0,0,2,62,0
820420119,81,12,17,0,0,0,0,0,1,114,3
820420120,38,10,1,0,0,0,0,0,3,52,0
820420121,65,25,0,0,0,0,0,0,8,98,0
820420122,283,36,0,0,0,0,0,0,4,323,0
820420123,210,39,0,0,0,2,0,0,2,251,0
820420124,98,9,1,0,0,0,0,0,0,112,4
820420201,96,7,0,0,0,0,0,0,5,108,0
820420202,138,20,0,0,0,0,0,0,0,158,0
820420203,52,5,0,0,0,0,0,0,1,58,0
820420204,69,7,1,0,0,0,0,0,0,83,6
820420205,319,29,0,0,0,2,0,1,3,352,0
820420206,235,87,6,1,0,1,0,1,8,338,0
820420207,231,10,1,3,1,1,0,1,0,247,0
820420208,191,51,1,0,0,1,0,0,0,243,0
820420209,32,3,0,0,0,1,0,0,0,35,0
820420210,131,34,1,0,0,1,0,0,2,169,1
820420211,90,14,0,0,0,0,0,0,0,107,3
820420212,224,49,0,0,1,0,0,0,8,282,0
820420213,288,13,0,2,1,1,0,1,0,305,0
820420214,348,55,0,0,0,2,0,1,3,407,0
820420215,415,31,0,0,0,1,0,1,1,448,0
820420216,91,13,0,0,0,0,1,0,1,106,0
820420217,85,14,1,0,0,0,0,0,0,100,0
820420218,116,6,0,0,0,1,0,0,0,122,0
820420219,343,30,0,4,0,1,0,1,2,380,0
820420220,327,7,0,0,0,3,0,2,0,336,0
820420221,412,9,0,0,2,0,2,0,0,425,0
820420222,289,12,0,0,3,0,0,2,4,310,0
820420301,65,0,1,0,0,0,0,0,0,67,1
820420302,154,6,4,0,0,0,0,0,2,169,3
820420303,62,9,0,0,0,0,0,0,0,71,0
820420304,70,2,0,0,0,0,0,0,0,72,0
820420305,48,62,0,0,0,0,0,0,0,110,0
820420306,42,36,0,0,1,0,0,0,5,84,0
820420307,39,6,1,0,0,0,0,0,0,46,0
820420308,155,37,2,0,1,0,0,0,3,198,0
820420309,117,39,0,0,0,0,0,0,1,157,0
820420310,221,9,0,0,2,1,0,0,0,232,0
820420311,242,32,4,0,0,1,0,2,4,284,0
820420312,271,81,1,0,0,0,0,1,8,362,0
820420313,423,112,1,0,4,0,0,1,11,552,0
820420314,250,59,1,0,2,0,0,3,0,315,0
820420315,251,46,0,0,1,0,0,1,5,304,0
820420316,399,34,0,4,0,2,0,0,3,440,0
820420317,241,8,0,0,1,2,0,1,0,251,0
820420318,313,70,3,0,0,1,0,0,5,391,0
820420319,161,15,1,0,0,1,0,0,1,178,0
820420320,21,5,0,0,0,0,0,0,0,27,1
820420321,25,2,0,2,0,0,0,0,0,29,0
820420322,19,4,0,0,0,0,0,0,3,26,0
820420323,218,62,0,0,0,0,0,0,7,287,0
820420324,215,7,0,0,0,0,0,0,1,223,0
820420401,394,18,0,0,3,0,3,0,0,418,0
820420402,296,209,26,7,3,0,0,5,15,561,0
820420403,353,114,0,0,0,0,0,1,5,473,0
820420404,389,44,2,2,0,0,0,1,0,438,0
820420405,207,1,0,11,0,4,0,0,0,219,0
820420406,300,8,0,26,0,1,3,0,0,337,0
820420407,232,5,0,1,0,0,0,0,0,238,0
820420408,383,5,0,1,0,2,0,0,1,390,0
820420409,274,4,0,8,0,2,0,0,0,286,0
820420410,209,4,0,1,1,3,0,3,0,218,0
820420411,149,6,0,3,1,4,0,0,0,159,0
820420412,193,18,0,0,0,0,0,2,0,213,0
820420413,277,81,3,0,0,1,0,7,12,380,0
820420414,247,12,0,1,0,0,0,0,2,262,0
820420415,284,53,1,3,0,0,0,0,0,341,0
820420416,192,8,0,0,0,0,0,0,0,200,0
820420417,458,8,0,11,0,0,0,0,0,477,0
820420418,277,18,0,0,0,0,0,3,0,298,0
820420419,34,0,0,239,0,0,0,0,0,273,0
820420420,37,0,0,0,0,0,0,0,0,37,0
820420421,397,7,0,1,0,0,0,0,0,405,0
820420501,397,22,1,0,2,1,0,0,0,422,0
820420502,353,12,0,4,0,1,0,5,0,375,1
820420503,388,60,0,2,0,0,0,1,8,459,0
820420504,182,0,0,6,0,4,0,0,0,188,0
820420505,250,4,0,25,0,7,0,0,0,279,0
820420506,335,1,1,2,0,0,0,0,0,339,0
820420507,323,10,0,2,0,1,0,0,0,335,0
820420508,365,80,0,0,0,0,0,2,9,456,0
820420509,164,24,0,2,0,0,0,0,3,193,0
820420601,254,43,2,3,1,0,0,1,3,307,0
820420602,203,60,1,0,0,0,0,0,5,269,0
820420603,354,27,0,0,0,0,0,0,3,384,0
820420604,349,28,1,1,1,0,0,0,2,382,0
820420605,297,26,0,3,1,0,0,0,1,328,0
820420606,378,20,0,1,0,0,0,0,1,400,0
820420607,302,8,0,19,0,3,0,0,0,329,0
820420608,285,2,0,61,0,1,0,0,0,348,0
820420609,119,0,0,4,0,0,0,1,0,124,0
820420610,416,13,0,2,0,0,0,0,0,431,0
820420611,331,1,0,10,2,4,0,5,0,350,1
820420612,241,5,0,61,0,6,0,0,0,307,0
820420613,306,9,0,4,1,0,0,0,0,320,0
820420614,249,6,0,4,0,1,0,1,2,262,0
820420615,98,1,0,0,0,0,0,0,0,99,0
820420616,245,8,0,8,0,0,0,1,0,262,0
820420617,187,42,0,0,0,0,0,0,4,233,0
820420618,191,74,0,0,0,0,0,0,0,265,0
820420619,219,87,0,1,0,0,0,0,7,314,0
820420620,315,33,0,2,0,0,0,0,2,352,0
820420621,226,18,0,0,1,1,0,0,1,246,0
820420622,208,21,0,0,0,0,0,0,0,229,0
820420701,255,28,0,0,0,0,0,0,0,283,0
820420702,157,87,1,6,1,0,0,1,9,262,0
820420703,185,22,0,3,0,1,1,0,0,211,0
820420704,299,100,1,5,0,2,0,2,4,411,0
820420705,38,0,1,400,1,0,0,0,0,440,0
820420706,345,13,0,23,1,1,0,0,5,387,0
820420707,345,8,0,38,0,0,0,0,0,391,0
820420708,207,3,0,29,1,1,5,6,0,251,0
820420709,237,4,1,27,0,0,0,0,0,269,0
820420710,298,8,0,26,1,1,0,1,0,334,0
820420711,270,18,0,2,2,0,2,0,0,294,0
820420712,296,0,0,29,0,2,8,2,0,335,0
820420713,185,5,0,57,0,0,0,0,0,247,0
820420714,337,4,0,34,1,1,0,0,0,376,0
820420715,273,121,1,8,0,0,0,1,36,441,1
820420716,391,26,0,22,1,2,0,1,0,441,0
820420717,299,85,0,18,0,2,0,2,4,408,0
820420718,223,4,0,31,0,1,0,0,0,258,0
820420719,196,8,0,4,0,0,1,0,0,209,0
820420720,197,36,0,2,0,0,0,0,0,235,0
820420721,205,20,0,6,0,0,0,1,0,232,0
820420801,249,9,0,38,1,1,0,0,0,297,0
820420802,284,2,0,76,0,3,0,2,0,364,0
820420803,129,0,0,111,1,1,0,0,0,241,0
820420804,127,1,0,140,1,2,0,2,0,271,0
820420805,318,2,0,88,2,1,0,0,0,410,0
820420806,315,2,0,24,1,0,0,22,0,364,0
820420807,137,1,0,128,0,3,0,0,0,266,0
820420808,160,0,0,136,0,2,0,6,0,302,0
820420809,276,3,0,54,0,1,0,0,0,333,0
820420810,302,3,0,38,0,1,0,1,0,344,0
820420811,282,12,0,1,0,0,0,0,1,296,0
820420901,326,96,8,5,0,0,0,3,6,444,0
820420902,270,19,0,0,0,0,0,3,0,292,0
820420903,474,18,0,23,2,1,0,1,2,520,0
820420904,181,16,0,20,0,0,0,9,3,229,0
820420905,303,26,1,19,2,0,0,1,0,352,0
820420906,282,129,5,125,1,0,0,0,3,545,0
820420907,345,19,1,29,0,0,0,2,4,400,0
820420908,190,7,0,53,2,0,0,0,1,253,0
820420909,339,1,0,67,0,5,0,1,0,408,0
820420910,137,0,0,57,0,1,0,0,0,194,0
820420911,220,4,0,26,1,0,0,0,0,251,0
820420912,231,3,0,23,0,0,0,0,0,257,0
820420913,211,4,0,28,0,0,0,0,0,243,0
820420914,265,0,0,14,0,0,0,0,0,279,0
820420915,217,3,0,6,0,0,0,0,0,226,0
820420916,424,46,2,51,0,0,0,1,1,525,0
820420917,287,55,0,1,1,0,0,2,3,349,0
820420918,261,1,1,36,1,0,3,1,0,304,0
820420919,265,90,1,5,0,0,0,7,4,372,0
820420920,255,46,0,2,0,0,0,10,3,316,0
820420921,399,59,0,12,1,0,0,6,3,481,1
820420922,286,113,5,0,0,1,0,3,10,417,0
820420923,427,38,1,48,0,0,3,0,1,518,0
820420924,202,2,0,28,0,2,0,0,0,232,0
820420925,271,12,0,7,1,0,0,2,0,293,0
820420926,225,18,0,12,0,0,0,3,0,258,0
820421001,236,10,0,8,0,3,0,15,0,269,0
820421002,340,107,1,6,0,1,0,2,5,462,1
820421003,308,18,2,3,1,0,0,0,0,332,0
820421004,314,34,0,13,2,1,0,0,0,363,0
820421005,181,72,0,2,0,0,0,2,5,262,0
820421006,229,27,0,2,0,1,0,1,2,261,0
820421007,304,24,0,8,2,0,0,1,0,339,0
820421008,247,143,6,11,3,0,0,1,7,418,0
820421009,156,68,0,2,0,1,0,0,0,227,1
820421010,207,207,0,2,0,0,1,4,1,422,0
820421011,527,143,6,3,0,0,0,4,1,684,0
820421012,276,34,0,3,0,2,0,0,0,313,0
820421013,258,29,1,2,0,0,0,0,0,290,0
820421014,192,27,0,6,0,0,0,0,3,228,0
820421015,295,66,0,0,0,0,0,2,0,363,0
820421016,243,191,4,2,1,0,0,1,1,443,0
820421102,17,2,1,0,0,0,0,0,0,20,0
820421103,93,22,0,0,0,0,0,0,0,115,0
820421104,18,2,0,0,0,1,0,0,0,20,0
820421105,314,18,0,0,0,0,0,0,0,332,0
820421106,304,49,0,0,0,0,0,0,1,355,1
820421107,30,4,0,0,0,1,0,0,0,34,0
820421108,196,37,0,2,1,1,0,0,0,236,0
820421109,297,13,0,0,1,4,0,0,0,311,0
820421110,179,13,1,0,0,2,0,0,1,194,0
820421111,190,12,1,0,0,0,0,0,0,204,1
820421112,195,21,1,0,0,0,0,2,0,219,0
820421113,260,5,0,0,0,0,0,0,0,265,0
820421114,278,4,1,0,0,1,0,0,0,283,0
820421115,316,1,0,0,0,4,0,0,0,317,0
820421116,344,18,0,0,0,2,0,1,0,363,0
820421117,80,7,0,0,0,0,0,0,4,91,0
820421118,275,30,0,0,0,0,0,0,2,307,0
820421119,203,46,2,0,2,2,0,0,0,253,0
820421120,246,16,0,0,0,0,0,0,0,262,0
820421121,203,11,1,0,0,0,0,0,5,220,0
820421201,93,9,0,0,0,0,0,0,0,102,0
820421202,67,6,0,0,0,0,0,1,0,74,0
820421203,379,71,0,0,1,0,0,0,4,455,0
820421204,283,40,0,0,0,0,0,2,0,325,0
820421205,281,10,0,1,0,0,0,6,0,298,0
820421206,275,1,0,0,0,0,0,0,0,276,0
820421207,263,23,0,0,0,6,0,0,2,288,0
820421208,370,34,0,1,0,0,0,4,5,415,1
820421209,113,3,2,0,0,0,0,0,1,120,1
820421210,412,64,0,0,0,0,0,0,1,477,0
820421211,331,7,2,0,0,0,0,1,1,342,0
820421212,379,7,0,2,2,0,0,0,0,390,0
820421213,301,10,0,1,2,0,0,2,0,316,0
820421214,368,11,0,7,2,5,0,0,6,394,0
820421215,25,6,0,0,0,0,0,0,0,31,0
820421216,310,33,0,0,1,3,0,0,1,345,0
820429101,14,1,0,0,0,0,0,0,0,15,0
820490101,214,127,0,0,0,0,0,0,93,434,0
820490102,415,201,2,0,1,2,1,5,37,662,0
820490103,57,62,1,0,1,0,0,0,36,157,0
820490104,0,2,1,0,0,0,0,0,10,13,0
820490105,20,59,1,0,0,0,0,0,14,94,0
820490106,3,18,1,0,2,0,0,0,7,31,0
820490107,86,108,3,0,2,0,0,0,15,214,0
820490108,351,64,2,0,3,0,1,0,17,438,0
820490109,252,89,9,0,0,5,0,0,10,360,0
820490110,130,60,3,0,0,0,2,0,21,216,0
820490111,22,36,0,0,0,0,0,1,9,68,0
820490112,211,122,1,3,0,0,0,0,91,430,2
820490113,11,13,0,0,0,0,0,0,16,40,0
820490114,19,51,0,0,0,0,0,3,20,93,0
820490115,9,31,0,0,0,0,0,0,4,44,0
820490116,417,284,4,2,1,0,0,0,42,750,0
820490117,340,20,0,8,0,1,0,4,6,378,0
820490118,293,68,1,17,0,0,0,0,12,391,0
820490119,242,44,4,4,0,0,0,0,2,296,0
820490120,5,7,0,0,0,0,0,0,3,16,1
820490121,464,171,5,0,2,0,0,5,24,671,0
820490122,19,33,0,0,0,1,0,0,15,67,0
820490123,370,193,2,2,0,1,0,12,52,631,0
820490124,335,37,3,15,1,1,0,3,0,394,0
820490125,248,55,2,6,1,3,0,0,3,315,0
820490126,6,47,5,0,1,0,0,0,12,71,0
820490127,145,46,0,1,0,0,0,0,12,204,0
820490128,287,75,2,1,0,2,0,3,7,375,0
820490201,163,60,4,3,1,0,0,2,28,261,0
820490202,176,96,11,0,0,1,0,1,32,316,0
820490203,15,17,0,0,0,0,0,0,2,34,0
820490204,1,2,1,0,0,0,0,0,0,4,0
820490205,4,17,0,0,0,0,0,0,8,29,0
820490206,4,4,0,0,0,0,0,0,2,10,0
820490207,3,5,0,0,0,0,0,0,3,11,0
820490208,3,7,0,0,0,0,0,0,2,12,0
820490209,8,18,1,0,0,0,0,0,1,28,0
820490210,22,21,2,0,0,0,0,0,12,57,0
820490211,3,5,0,0,0,0,0,0,0,8,0
820490212,3,14,1,0,0,0,0,0,7,25,0
820490213,127,80,3,0,8,0,0,0,29,247,0
820490301,167,132,2,0,0,0,0,0,43,344,0
820490302,284,59,4,0,0,4,2,0,5,354,0
820490303,278,4,0,22,0,0,8,3,1,316,0
820490304,271,17,0,18,2,1,0,1,2,311,0
820490305,388,71,0,2,0,1,0,0,7,468,0
820490306,272,45,3,8,0,1,0,1,5,334,0
820490307,35,19,0,0,0,0,0,0,49,103,0
820490308,180,339,24,0,1,3,0,0,206,750,0
820490309,6,2,0,0,0,0,0,0,2,10,0
820490310,24,45,0,0,0,0,0,0,19,88,0
820490311,51,115,4,0,0,1,0,0,38,208,0
820490312,6,13,3,0,0,0,0,0,13,36,1
820490313,23,70,2,0,0,0,0,0,22,117,0
820490314,15,7,0,0,0,0,0,0,10,32,0
820490315,28,43,0,0,1,0,0,0,35,107,0
820490316,5,6,0,0,0,0,0,0,1,12,0
820490317,6,10,0,0,0,0,0,0,7,23,0
820490318,2,16,0,0,0,0,0,0,4,22,0
820490319,13,27,0,0,0,0,0,0,11,51,0
820490320,0,0,3,0,0,0,0,0,20,23,0
820490321,11,11,0,0,0,0,0,0,9,31,0
820490322,1,6,0,0,1,0,0,0,15,23,0
820490323,26,49,0,0,0,0,0,0,17,92,0
820490324,95,33,1,0,1,0,0,0,15,145,0
820490325,16,12,0,0,0,0,0,0,7,35,0
820490326,415,193,6,0,0,0,0,1,23,638,0
820490327,20,49,1,0,1,0,0,0,16,87,0
820490328,46,43,2,0,0,0,0,0,22,113,0
820490329,282,44,4,6,0,0,0,9,3,348,0
820490330,258,41,0,15,1,0,0,0,4,319,0
820490331,283,5,0,30,1,1,0,8,0,327,0
820490332,275,36,1,18,1,0,0,2,2,335,0
820490333,285,49,0,0,0,0,0,0,4,338,0
820490334,265,44,0,0,0,0,0,0,1,310,0
820490401,19,11,0,0,0,0,0,0,12,42,0
820490402,40,31,1,0,0,0,0,0,25,97,0
820490403,100,27,2,0,1,0,0,1,14,145,0
820490404,68,35,0,0,1,0,0,0,9,113,0
820490405,50,10,0,0,0,1,0,0,3,63,0
820490406,218,9,0,0,0,1,0,3,2,232,0
820490407,13,0,1,0,0,0,0,0,19,33,0
820490408,216,59,1,1,0,0,0,0,33,310,0
820490409,68,7,3,0,0,0,0,0,2,80,0
820490410,109,5,0,0,0,0,0,0,6,120,0
820490411,46,27,0,0,0,0,0,0,59,132,0
820490412,71,43,1,1,0,0,0,0,18,134,0
820490413,34,26,0,0,0,0,0,0,20,80,0
820490414,0,4,0,0,0,0,0,0,6,10,0
820490415,35,12,3,0,0,0,0,0,17,67,0
820490416,90,64,2,0,0,0,0,0,40,196,0
820490417,7,1,0,0,0,0,0,0,0,8,0
820490418,55,34,1,0,0,0,0,0,18,108,0
820490419,1,1,0,0,0,0,0,0,1,3,0
820490501,8,0,0,0,0,0,0,0,15,23,0
820490502,65,8,0,0,0,0,0,0,3,76,0
820490503,28,13,0,0,1,0,0,0,5,47,0
820490504,104,16,0,0,0,1,0,0,15,135,0
820490505,32,41,0,0,0,0,0,0,4,77,0
820490506,45,28,1,0,0,0,0,0,4,78,0
820490507,53,20,0,0,0,0,0,0,20,93,0
820490508,21,17,0,0,0,0,0,0,22,60,0
820490509,231,24,0,35,1,0,0,0,15,306,0
820490510,653,113,4,15,1,1,0,3,15,804,0
820490511,298,26,3,7,0,0,0,1,5,340,0
820490512,164,1,0,144,0,0,0,0,0,309,0
820490513,328,11,0,41,2,2,0,2,0,384,0
820490514,447,134,1,13,1,0,0,6,5,607,0
820490515,275,12,0,4,2,0,0,0,0,293,0
820490516,376,25,3,12,2,1,0,1,0,419,0
820490517,233,10,3,27,0,1,0,7,3,283,0
820490518,271,18,0,18,0,0,0,2,0,309,0
820490519,0,2,0,0,0,0,0,0,2,4,0
820490520,0,0,0,0,0,0,0,0,1,1,0
820490521,179,13,0,8,1,0,0,6,2,209,0
820490522,325,11,0,32,0,2,0,0,0,368,0
820490523,400,142,2,36,0,0,0,7,20,607,0
820490524,372,37,1,21,0,1,0,16,2,449,0
820490525,286,4,0,18,0,0,0,3,0,311,0
820490526,272,12,0,37,0,0,0,5,0,326,0
820490527,447,48,1,9,3,0,0,4,0,512,0
820490601,202,8,1,40,1,0,0,4,0,256,0
820490602,246,25,0,13,0,0,0,4,0,288,0
820490603,392,33,2,44,0,0,0,4,5,480,0
820490604,392,8,0,73,0,0,0,1,2,476,0
820490605,292,26,4,61,0,0,0,4,2,389,0
820490606,271,10,0,37,0,0,0,6,0,324,0
820490607,197,94,0,0,0,0,0,0,0,291,0
820490608,329,204,3,7,0,1,0,2,33,578,0
820490609,92,9,0,27,0,0,0,0,0,128,0
820490610,316,14,1,49,0,2,0,0,1,381,0
820490611,192,21,0,72,0,6,0,5,0,290,0
820490612,174,0,0,57,0,1,0,0,0,231,0
820490613,251,1,1,53,0,2,0,2,0,309,1
820490614,171,0,0,19,2,3,0,0,0,192,0
820490615,197,2,0,44,0,1,0,0,0,243,0
820490616,298,4,0,40,0,0,4,7,0,353,0
820490701,237,48,4,1,0,0,0,0,17,307,0
820490702,252,3,2,65,0,1,0,0,0,322,0
820490703,170,5,1,49,0,1,0,1,0,226,0
820490704,242,7,0,16,0,0,0,0,0,265,0
820490705,200,57,0,11,0,0,0,2,0,270,0
820490706,115,0,0,315,0,0,0,0,0,430,0
820490707,405,37,1,64,0,1,0,0,3,510,0
820490708,368,8,0,58,1,1,0,0,0,435,0
820490709,355,5,0,49,0,0,0,10,0,419,0
820490710,241,3,0,32,0,0,0,4,0,280,0
820490711,218,6,0,34,0,1,0,6,0,264,0
820490712,388,14,0,64,0,1,0,5,0,471,0
820490713,130,1,0,78,0,0,0,0,0,209,0
820490714,224,7,0,3,0,1,0,1,0,235,0
820490715,399,43,0,35,0,0,0,1,8,486,0
820490716,346,68,1,5,0,0,0,1,3,424,0
820490717,322,130,0,29,1,1,0,2,0,484,0
820490718,315,319,12,35,3,0,0,4,59,747,0
820490719,202,289,4,5,0,0,0,0,31,532,1
820490801,94,26,0,0,0,0,0,0,18,138,0
820490802,11,46,1,0,0,0,0,0,6,64,0
820490803,58,30,4,8,0,0,0,0,26,126,0
820490804,0,0,1,0,0,0,0,0,2,3,0
820490805,4,5,1,0,0,0,0,0,0,10,0
820490806,58,17,0,9,0,0,0,0,3,87,0
820490807,25,43,0,0,0,1,0,1,7,76,0
820490808,41,26,0,0,0,0,0,0,21,88,0
820490809,31,31,0,0,0,0,0,0,26,88,0
820490810,109,100,1,0,0,2,0,3,24,238,1
820490811,0,0,0,0,0,0,0,0,0,0,0
820490812,33,10,0,0,1,0,0,0,6,51,1
820490813,7,2,0,0,0,0,0,0,0,9,0
820490814,32,35,1,0,0,0,0,0,11,79,0
820490815,27,9,1,0,0,0,0,0,7,44,0
820490816,5,10,0,0,0,0,0,0,4,19,0
820490817,47,1,0,0,0,0,0,0,0,48,0
820490818,73,48,0,0,0,0,0,0,17,138,0
820490819,41,28,0,0,0,0,0,0,11,80,0
820490901,100,7,0,0,1,0,0,4,0,112,0
820490902,20,7,0,0,0,0,0,0,1,28,0
820490903,75,31,1,0,0,0,0,2,14,123,0
820490904,52,32,0,0,0,0,0,0,9,93,0
820490905,70,29,0,0,0,1,0,0,5,104,0
820490906,395,103,1,5,0,2,0,0,4,508,0
820490907,224,4,0,9,1,0,0,1,0,239,0
820490908,248,28,1,1,0,0,0,0,3,281,0
820490909,52,19,0,0,0,0,0,0,6,77,0
820490910,109,8,0,0,0,0,0,0,0,123,6
820490911,86,13,1,0,0,0,0,0,4,104,0
820490912,28,37,0,0,0,0,0,0,8,75,2
820490913,85,75,1,0,1,0,0,0,59,222,1
820490914,275,14,0,4,0,0,1,1,1,303,7
820490915,251,69,3,8,0,0,0,1,3,335,0
820490916,278,3,0,12,0,0,0,1,1,295,0
820491001,240,10,0,25,0,0,0,3,2,280,0
820491002,215,13,1,29,0,0,0,2,0,260,0
820491003,73,0,0,220,0,0,0,0,0,293,0
820491004,23,1,0,323,2,0,0,0,0,349,0
820491005,389,19,0,46,0,1,0,0,0,454,0
820491006,164,134,0,0,0,0,0,0,6,304,0
820491007,385,349,6,31,0,0,0,2,2,775,0
820491008,291,68,0,28,0,3,0,0,0,387,0
820491009,335,18,0,7,1,1,0,0,0,361,0
820491010,289,29,0,57,0,0,0,2,0,377,0
820491011,307,119,3,1,0,0,2,4,0,436,0
820491012,236,58,2,21,0,0,0,7,1,325,0
820491013,213,46,0,10,0,0,0,2,0,271,0
820491014,495,103,4,24,0,0,2,1,1,630,0
820491015,306,133,1,8,0,1,0,0,1,449,0
820491016,165,269,3,0,0,0,0,7,25,469,0
820491017,266,238,0,14,0,0,0,0,9,527,0
820491018,329,34,0,22,0,0,0,0,0,389,4
820491019,422,124,1,1,1,1,0,0,3,552,0
820560101,246,58,2,0,0,3,0,0,5,311,0
820560102,49,12,0,0,0,0,0,0,0,61,0
820560103,285,31,9,0,1,0,1,0,3,330,0
820560104,209,3,1,0,0,0,0,0,0,213,0
820560105,336,34,0,1,0,0,0,0,2,373,0
820560106,84,22,0,0,0,1,0,0,3,109,0
820560107,12,1,0,0,0,4,0,0,0,13,0
820560108,226,68,1,0,0,1,0,0,4,299,0
820560109,256,20,2,0,0,0,0,0,0,278,0
820560110,89,19,0,0,0,0,0,0,0,108,0
820560111,206,50,4,0,1,0,0,0,1,262,0
820560112,100,39,1,0,0,0,0,0,1,141,0
820560113,119,11,1,1,0,0,0,0,1,133,0
820560114,77,3,0,0,0,0,0,0,0,80,0
820560115,223,37,0,0,0,0,0,0,1,261,0
820560116,203,8,0,0,2,0,0,0,1,215,1
820560117,289,23,2,0,0,0,0,0,0,314,0
820560118,95,39,0,0,0,1,0,0,3,137,0
820560201,170,7,0,1,0,0,0,0,0,178,0
820560202,293,22,1,11,0,0,0,2,10,339,0
820560203,233,5,0,0,0,0,0,2,0,240,0
820560204,370,12,0,0,1,0,0,0,1,384,0
820560205,355,16,0,16,0,0,0,1,1,389,0
820560206,300,23,5,4,0,0,0,0,7,339,0
820560207,128,43,3,0,2,0,0,0,7,183,0
820560208,155,27,3,0,0,1,0,0,0,185,0
820560209,80,24,0,0,0,0,0,0,2,106,0
820560210,302,10,1,0,3,4,0,0,1,317,0
820560211,67,14,0,0,0,0,0,0,0,81,0
820560212,99,27,0,0,0,1,0,0,1,127,0
820560213,71,21,0,0,0,0,0,0,7,99,0
820560214,135,11,0,0,0,4,0,0,1,147,0
820560215,447,23,2,6,0,0,0,0,0,478,0
820560216,213,20,0,0,0,0,0,0,3,236,0
820560217,236,19,2,6,0,1,0,3,1,267,0
820560218,294,42,1,0,0,0,0,0,1,338,0
820560219,275,30,0,4,2,0,0,5,0,316,0
820560301,332,39,1,0,0,1,0,0,4,376,0
820560302,138,11,0,0,0,0,0,0,0,149,0
820560303,448,75,1,0,0,0,0,2,1,527,0
820560304,214,9,0,0,1,4,0,0,0,224,0
820560305,396,17,1,0,0,3,0,1,0,415,0
820560306,227,20,0,10,0,0,0,1,0,258,0
820560307,273,10,0,2,0,0,0,1,0,287,1
820560308,137,68,1,0,0,0,0,0,9,215,0
820560309,224,29,1,13,0,0,0,1,1,269,0
820560310,216,4,1,0,0,0,0,2,0,223,0
820560311,518,21,0,0,1,1,0,1,0,541,0
820560312,88,7,0,1,0,0,0,0,0,96,0
820560313,91,10,0,0,0,0,0,0,1,102,0
820560314,72,15,1,0,1,0,0,0,0,89,0
820560401,351,70,1,0,0,1,0,5,9,436,0
820560402,333,8,0,37,0,0,0,0,0,378,0
820560403,321,0,0,7,0,1,0,1,0,329,0
820560404,260,8,0,3,0,0,0,0,0,271,0
820560405,377,5,0,28,2,3,0,0,0,412,0
820560406,247,1,0,42,2,4,0,0,0,292,0
820560407,90,1,0,89,0,2,0,0,0,180,0
820560408,238,1,0,29,0,2,0,0,0,268,0
820560409,313,1,0,14,0,2,0,0,0,328,0
820560410,246,5,0,3,0,0,0,0,0,254,0
820560411,252,4,3,57,0,3,0,1,0,317,0
820560412,228,2,0,0,0,0,0,0,0,230,0
820560413,125,2,0,50,1,2,0,0,0,178,0
820560414,478,18,6,0,1,2,0,0,3,506,0
820560415,202,4,0,35,0,0,0,0,0,241,0
820560501,146,10,0,0,0,0,0,0,1,157,0
820560502,494,12,1,1,0,1,0,2,0,510,0
820560503,318,12,0,0,0,0,0,1,0,331,0
820560504,269,10,0,0,0,0,0,0,0,279,0
820560505,363,6,0,11,1,0,0,0,1,382,0
820560506,241,1,0,2,1,1,0,0,0,245,0
820560507,379,107,3,0,0,0,2,1,3,495,0
820560508,173,13,0,0,0,0,0,0,1,187,0
820560509,306,106,1,1,2,0,0,1,10,427,0
820560510,254,39,2,0,0,0,0,0,1,296,0
820560511,365,60,1,2,0,0,0,0,2,430,0
820560512,254,49,0,0,0,3,0,2,0,305,0
820560513,241,28,0,0,0,0,0,0,1,270,0
820560514,182,22,0,116,0,0,0,0,0,320,0
820560515,217,5,1,1,0,0,0,0,1,225,0
820560516,210,38,2,5,0,0,0,0,4,259,0
820630101,210,9,0,0,2,0,0,0,0,221,0
820630102,16,7,0,0,0,0,0,0,0,23,0
820630103,313,17,1,1,0,0,0,0,0,332,0
820630104,241,37,3,1,2,0,0,0,2,286,0
820630105,354,12,1,17,0,0,0,2,0,386,0
820630106,90,6,4,0,0,0,0,0,2,102,0
820630107,253,40,0,0,0,0,0,0,6,299,0
