radio_cens,Casa Tipo A,Casa Tipo B,Casilla,Departamento,Local no construido para habitación,NSA :,Pieza en hotel familiar o pensión,Pieza en inquilinato,Rancho,Total,Vivienda móvil
820630108,52,26,0,1,0,0,0,0,0,79,0
820630109,262,33,0,1,1,0,0,0,0,297,0
820630110,268,84,1,4,0,0,0,1,11,369,0
820630111,81,38,4,0,0,0,0,0,41,164,0
820630112,78,9,1,0,0,0,0,0,1,89,0
820630113,30,11,0,0,0,0,0,0,0,41,0
820630114,92,8,0,0,0,0,0,0,0,100,0
820630115,44,7,0,0,0,0,0,0,0,51,0
820630116,22,6,0,0,0,0,0,1,1,30,0
820630117,25,8,0,0,0,1,0,0,0,33,0
820630118,171,86,4,0,1,0,0,1,7,270,0
820630119,351,54,0,2,0,0,0,0,0,407,0
820630120,261,20,1,3,0,0,0,0,0,285,0
820630121,183,26,0,6,1,0,0,4,0,220,0
820630122,336,13,0,0,0,0,0,0,0,349,0
820630123,233,19,0,3,0,0,0,0,0,255,0
820630124,231,36,0,0,0,0,0,0,4,271,0
820630125,286,28,2,1,0,0,0,0,0,317,0
820630126,400,98,2,0,2,0,0,10,3,515,0
820630127,282,16,1,4,1,0,0,1,0,305,0
820630128,144,197,21,0,0,0,0,0,10,378,6
820630129,308,226,9,0,2,0,1,0,16,562,0
820630201,63,30,0,0,0,0,0,0,2,95,0
820630202,14,20,1,0,0,0,0,0,2,37,0
820630203,14,6,1,0,0,0,0,0,1,22,0
820630204,240,82,1,0,0,0,0,1,9,333,0
820630205,274,30,0,0,0,0,0,1,3,308,0
820630206,305,18,0,4,3,0,0,2,0,332,0
820630207,358,23,5,4,0,1,0,0,0,390,0
820630208,331,160,0,0,0,0,0,0,2,493,0
820630209,249,26,0,0,0,0,0,0,0,275,0
820630210,256,9,0,7,0,1,0,0,0,272,0
820630211,251,9,0,3,0,1,0,0,0,263,0
820630212,356,27,4,2,1,1,0,0,4,394,0
820630213,282,147,4,1,3,0,0,9,13,459,0
820630214,61,13,0,0,1,0,0,0,1,76,0
820630215,59,19,0,0,0,0,0,0,0,78,0
820630216,193,29,2,0,1,0,0,0,2,227,0
820630217,5,19,0,0,0,0,0,0,4,28,0
820630218,31,20,1,0,0,0,0,1,0,53,0
820630219,27,14,3,0,0,0,0,0,8,53,1
820630220,210,91,1,1,0,0,0,1,3,307,0
820630221,400,77,3,7,0,0,0,4,0,491,0
820630222,298,114,7,0,0,0,0,1,0,420,0
820630223,93,32,2,0,0,0,0,0,13,140,0
820630224,60,33,2,1,0,2,0,0,2,98,0
820630225,159,26,4,5,1,1,0,0,0,195,0
820630226,46,25,1,0,0,0,0,0,2,74,0
820630227,55,24,0,0,0,0,0,0,1,84,4
820630228,62,25,1,0,0,0,0,0,5,93,0
820630229,6,16,0,0,0,0,0,0,3,25,0
820630230,16,11,0,0,0,0,0,0,1,28,0
820630231,230,71,0,0,0,0,0,0,5,306,0
820630232,336,48,0,6,0,0,0,0,2,392,0
820630301,98,61,3,0,0,0,0,0,15,177,0
820630302,150,57,2,0,0,0,0,0,13,222,0
820630303,136,26,4,0,0,0,0,0,1,167,0
820630304,0,1,0,0,0,0,0,0,0,1,0
820630305,177,25,0,2,0,0,0,0,3,208,1
820630306,181,11,1,0,1,0,0,0,0,194,0
820630307,310,49,0,0,0,1,0,0,6,365,0
820630308,183,78,4,0,0,0,0,0,10,275,0
820630309,261,56,0,0,0,0,2,0,6,325,0
820630310,343,65,4,0,0,2,0,1,4,417,0
820630311,212,166,10,0,0,0,0,0,29,417,0
820630312,343,97,6,2,0,0,0,0,21,470,1
820630313,151,60,1,0,0,0,0,1,14,227,0
820630314,333,37,0,0,0,0,0,0,10,380,0
820630315,80,159,6,0,0,0,0,0,9,254,0
820630316,233,135,4,0,0,0,0,2,10,384,0
820630317,98,198,7,0,0,0,0,0,11,314,0
820630318,0,5,0,0,0,0,0,0,5,10,0
820630319,339,125,3,1,0,1,0,0,2,474,4
820630320,2,0,0,0,0,0,0,0,0,2,0
820630321,0,0,0,0,0,0,0,0,0,0,0
820630322,247,59,7,0,0,0,0,0,19,333,1
820630323,196,45,3,0,0,0,0,0,2,246,0
820630324,356,58,4,0,1,0,0,0,3,422,0
820630325,302,55,7,0,0,0,0,0,3,368,1
820630326,278,24,2,2,0,0,0,0,5,311,0
820630327,181,24,1,0,0,0,0,1,10,217,0
820630401,0,16,1,0,0,2,0,0,2,19,0
820630402,296,2,0,80,0,0,0,0,0,378,0
820630403,57,0,0,78,0,0,0,0,0,135,0
820630404,370,2,0,0,0,0,0,0,0,372,0
820630405,46,40,0,0,0,0,0,1,12,99,0
820630406,3,1,0,0,0,0,0,0,0,5,1
820630407,210,108,0,1,0,0,0,0,12,331,0
820630408,189,102,4,0,0,0,0,0,2,297,0
820630409,316,539,5,0,0,0,0,1,13,874,0
820630410,435,719,42,0,0,0,0,0,25,0,0
820630411,161,123,5,0,0,0,0,0,12,301,0
820630412,176,12,0,371,0,0,0,1,0,560,0
820630501,240,248,11,0,0,0,0,3,33,535,0
820630502,336,96,6,0,3,0,0,1,0,442,0
820630503,286,108,0,4,0,1,0,0,2,400,0
820630504,229,87,3,1,0,0,0,1,0,321,0
820630505,173,112,1,0,0,0,0,0,4,290,0
820630506,225,313,2,0,0,0,0,1,31,572,0
820630507,177,166,0,0,0,1,0,0,17,360,0
820630508,209,171,1,0,0,0,0,0,19,400,0
820630509,201,340,4,0,0,0,0,0,36,581,0
820630510,255,198,2,0,0,0,0,0,6,461,0
820630511,291,56,0,0,0,0,0,0,0,347,0
820630512,184,33,2,4,0,0,0,0,10,233,0
820630513,198,156,4,2,0,0,0,2,4,366,0
820630601,292,105,4,2,0,0,0,0,2,405,0
820630602,277,36,1,4,0,0,1,0,0,319,0
820630603,352,13,0,53,0,0,0,1,0,419,0
820630604,320,35,5,16,0,0,0,4,2,382,0
820630605,198,23,2,1,0,0,0,0,2,226,0
820630606,208,37,1,11,0,0,0,0,0,257,0
820630607,217,6,2,0,0,0,0,0,0,225,0
820630608,204,1,1,5,0,1,0,1,0,212,0
820630609,371,25,0,41,1,1,0,1,3,442,0
820630610,206,3,2,6,0,0,0,0,1,218,0
820630611,217,27,1,17,0,0,0,1,0,263,0
820630612,226,19,1,4,0,0,0,0,0,250,0
820630613,249,4,0,11,2,0,0,0,0,266,0
820630614,291,3,0,34,0,0,0,2,1,331,0
820630615,254,8,1,19,0,1,0,0,0,282,0
820630616,238,8,1,44,0,0,0,0,0,291,0
820630617,215,3,4,82,0,1,0,0,0,304,0
820630618,198,11,3,22,0,0,0,0,0,234,0
820630701,151,81,10,0,1,2,0,0,59,302,0
820630702,232,10,1,5,0,0,0,0,0,248,0
820630703,174,0,0,26,0,0,0,0,0,200,0
820630704,375,14,1,33,4,3,0,0,0,427,0
820630705,390,1,0,32,0,5,0,0,0,423,0
820630706,372,2,2,93,0,1,0,0,1,470,0
820630707,256,0,0,43,0,0,0,0,0,299,0
820630708,221,2,0,25,0,0,0,0,0,248,0
820630709,227,5,0,17,0,0,0,0,0,249,0
820630710,253,3,0,19,0,0,0,0,0,275,0
820630711,235,0,1,47,0,0,2,0,0,285,0
820630712,198,28,0,63,0,0,0,3,0,292,0
820630713,316,3,0,5,0,0,0,0,0,324,0
820630714,216,0,0,0,0,1,0,0,0,216,0
820630801,215,2,1,23,0,1,0,0,0,241,0
820630802,268,4,0,52,0,1,0,0,1,325,0
820630803,223,3,1,29,1,0,0,0,0,257,0
820630804,234,2,0,32,0,0,0,0,0,268,0
820630805,217,8,0,15,0,1,0,1,0,241,0
820630806,225,4,0,29,0,0,0,0,0,258,0
820630807,195,1,0,31,1,0,0,1,0,229,0
820630808,260,2,0,29,1,0,0,0,0,292,0
820630809,209,0,1,56,0,1,0,0,0,266,0
820630810,278,2,1,22,0,0,0,0,0,303,0
820630811,226,2,0,45,0,0,0,0,0,273,0
820630812,282,3,0,42,0,0,0,1,0,328,0
820630813,172,16,0,27,0,0,4,0,0,219,0
820630814,202,3,0,20,0,0,0,0,0,225,0
820630901,389,17,0,10,0,0,0,0,0,416,0
820630902,218,6,0,25,2,0,0,0,0,251,0
820630903,307,29,2,47,0,0,0,0,0,385,0
820630904,193,2,1,30,1,0,0,0,0,227,0
820630905,213,3,0,19,0,0,0,0,2,237,0
820630906,302,10,0,27,1,0,0,0,0,340,0
820630907,219,2,2,20,0,0,0,0,0,243,0
820630908,351,6,1,8,0,0,0,0,0,366,0
820630909,262,2,0,21,0,2,0,0,0,285,0
820630910,304,6,0,35,0,0,0,3,0,348,0
820631001,254,19,1,12,0,1,0,0,2,288,0
820631002,355,17,0,11,5,0,0,2,0,390,0
820631003,217,9,0,32,0,0,0,0,0,258,0
820631004,198,23,0,0,0,0,0,0,1,222,0
820631005,201,22,0,9,0,0,0,2,0,234,0
820631006,228,10,1,18,0,0,0,0,0,257,0
820631007,305,112,1,13,2,0,0,0,0,433,0
820631008,456,57,7,9,0,0,0,0,0,529,0
820631009,257,82,4,1,0,0,0,2,1,347,0
820631010,339,7,1,10,0,0,0,1,0,358,0
820631011,116,5,0,259,0,0,0,1,0,381,0
820631012,177,15,1,15,2,0,0,0,0,210,0
820631013,324,87,8,8,0,0,0,0,6,433,0
820631101,189,192,4,3,0,0,0,1,8,397,0
820631102,159,114,3,24,0,4,0,0,4,304,0
820631103,310,70,7,3,0,0,0,0,1,391,0
820631104,226,20,0,1,0,0,0,0,4,251,0
820631105,231,56,2,68,0,0,0,2,0,359,0
820631106,443,171,6,1,0,0,0,5,8,634,0
820631107,191,466,15,0,0,0,0,0,36,708,0
820631108,106,91,1,0,0,0,0,0,5,203,0
820631109,186,67,1,0,0,0,0,0,1,255,0
820631110,317,185,17,7,0,0,0,0,28,554,0
820631111,308,105,3,2,0,0,0,3,5,426,0
820631112,107,120,3,2,0,0,0,0,2,234,0
820631113,205,177,3,0,0,0,0,0,12,397,0
820631114,131,119,18,1,0,0,0,0,7,276,0
820631115,231,134,3,0,0,0,0,0,3,371,0
820631116,58,20,0,214,0,0,0,0,2,294,0
820631117,201,55,3,0,0,0,0,0,1,260,0
820631118,113,161,0,0,0,0,0,0,27,301,0
820631119,117,112,11,0,0,0,0,0,2,242,0
820631201,326,22,5,1,1,1,0,0,1,356,0
820631202,216,9,3,1,0,1,0,0,0,229,0
820631203,137,21,0,9,1,1,0,0,2,170,0
820631204,270,118,5,1,1,0,0,0,3,398,0
820631205,148,77,0,1,0,0,0,2,1,229,0
820631206,103,41,2,5,0,0,0,0,10,161,0
820631207,322,17,1,20,1,1,0,0,4,365,0
820631208,327,41,1,8,0,0,0,0,0,377,0
820631209,354,7,1,33,1,1,0,0,0,396,0
820631210,136,93,22,7,0,0,0,0,24,282,0
820631211,259,13,0,41,0,0,3,0,0,316,0
820631212,267,7,1,27,0,1,0,0,0,302,0
820631213,306,16,0,49,0,0,0,0,2,373,0
820631214,203,59,0,1,0,0,1,5,0,269,0
820631215,158,87,0,4,0,1,0,0,2,251,0
820631301,246,14,1,7,1,0,0,3,0,272,0
820631302,324,11,0,18,3,2,0,0,0,356,0
820631303,160,3,0,14,0,0,0,0,0,177,0
820631304,258,5,1,31,0,0,0,0,1,296,0
820631305,219,4,1,34,1,1,0,0,0,259,0
820631306,201,14,3,13,1,0,0,0,2,234,0
820631307,242,14,1,3,0,0,1,0,0,261,0
820631308,209,30,6,0,0,0,0,0,0,245,0
820631309,330,94,47,5,1,0,0,1,6,484,0
820631310,181,15,1,35,0,0,0,1,0,233,0
820631311,221,0,0,44,1,1,0,0,0,266,0
820631312,262,8,1,24,0,0,2,3,0,300,0
820631313,328,5,1,28,0,2,0,0,3,365,0
820631314,249,4,0,28,1,0,0,0,0,282,0
820631315,317,0,0,45,0,3,0,0,0,362,0
820631316,368,11,1,17,0,0,0,1,0,398,0
820631317,306,6,1,56,1,0,0,1,0,371,0
820631318,246,5,1,15,0,0,0,0,0,267,0
820631319,200,7,0,15,0,0,0,0,0,222,0
820631320,192,14,2,9,0,0,0,0,0,217,0
820631401,260,3,1,37,0,2,0,0,0,301,0
820631402,336,2,0,40,0,3,4,0,0,382,0
820631403,316,24,0,34,0,1,0,0,0,374,0
820631404,298,4,0,56,0,1,0,0,0,358,0
820631405,258,5,0,23,0,0,0,0,0,286,0
820631406,234,9,0,32,0,0,0,1,1,277,0
820631407,206,1,0,73,0,2,0,0,0,280,0
820631408,238,1,0,69,0,1,0,4,0,312,0
820631409,273,0,0,85,0,0,0,1,0,359,0
820631410,258,17,0,85,0,1,0,0,0,360,0
820631411,239,3,0,83,1,0,0,0,0,326,0
820631501,316,9,1,30,1,0,0,0,0,357,0
820631502,229,1,0,55,0,0,0,0,0,285,0
820631503,257,6,0,34,0,0,0,0,0,297,0
820631504,205,0,0,34,0,0,0,0,0,239,0
820631505,255,0,0,54,0,0,0,1,0,310,0
820631506,160,2,0,27,0,0,0,0,0,189,0
820631507,244,3,0,34,0,2,0,4,0,285,0
820631508,221,4,0,32,0,1,0,0,0,257,0
820631509,234,1,0,30,1,0,0,0,0,266,0
820631510,304,11,0,29,0,2,0,0,4,348,0
820631511,243,13,0,101,0,0,0,0,0,357,0
820631512,288,4,3,21,1,0,0,0,0,317,0
820631513,224,2,0,26,0,0,0,0,0,252,0
820631601,265,3,0,36,0,0,0,0,0,304,0
820631602,304,1,0,25,0,0,0,0,0,330,0
820631603,353,1,0,41,0,0,0,0,0,395,0
820631604,232,4,0,15,0,0,0,0,0,251,0
820631605,218,1,0,10,0,0,0,0,0,229,0
820631606,164,1,0,75,0,0,0,1,0,241,0
820631607,168,2,1,6,0,1,0,0,0,177,0
820631608,319,15,11,28,0,3,0,0,0,373,0
820631609,198,5,0,26,0,2,0,2,0,231,0
820631610,315,13,4,46,0,6,0,0,0,378,0
820631611,205,3,1,30,0,2,0,3,1,243,0
820631612,233,3,0,20,0,1,0,0,0,256,0
820631701,284,2,0,69,0,0,0,0,0,355,0
820631702,300,13,3,139,1,0,0,1,0,457,0
820631703,163,26,4,12,0,1,0,0,19,224,0
820631704,158,1,0,14,0,0,0,0,0,173,0
820631705,307,12,0,29,0,0,0,3,0,351,0
820631706,285,1,0,25,0,0,0,0,0,311,0
820631707,183,1,1,55,2,0,0,0,0,242,0
820631708,261,1,0,27,0,2,2,0,0,291,0
820631709,238,2,0,41,0,0,0,0,0,281,0
820631710,233,3,2,53,0,0,0,0,0,291,0
820631711,223,1,0,87,0,1,0,0,0,311,0
820631712,165,2,0,104,0,0,0,14,0,285,0
820631713,220,2,0,104,0,1,0,0,0,326,0
820631714,182,0,0,158,0,3,0,0,0,340,0
820631801,147,4,4,173,0,1,0,4,0,332,0
820631802,201,4,0,187,0,1,0,0,0,392,0
820631803,121,1,0,194,1,1,6,1,0,324,0
820631804,69,2,1,211,0,3,0,0,0,283,0
820631805,36,0,0,59,2,2,0,0,0,97,0
820631806,115,1,0,141,0,1,0,4,0,261,0
820631807,205,2,0,258,0,1,7,2,0,474,0
820631808,166,0,0,173,1,0,0,7,0,347,0
820631809,38,0,0,181,0,0,0,8,0,227,0
820631810,66,0,0,180,2,1,4,13,0,265,0
820631811,80,2,0,286,1,0,0,0,0,369,0
820631812,75,0,0,120,2,2,0,0,0,197,0
820631813,33,0,0,145,0,0,0,0,0,178,0
820631901,283,39,1,2,0,0,0,4,1,330,0
820631902,230,11,0,12,0,0,0,0,0,253,0
820631903,308,9,2,54,0,1,0,1,0,374,0
820631904,161,3,0,24,0,2,0,0,0,188,0
820631905,172,5,0,61,0,0,0,0,0,238,0
820631906,109,2,0,56,0,0,0,0,0,167,0
820631907,265,6,2,94,0,0,0,1,0,368,0
820631908,116,69,0,0,0,0,0,0,2,187,0
820631909,323,23,5,33,1,0,0,0,11,396,0
820631910,293,108,1,6,0,0,0,0,12,420,0
820631911,176,68,0,1,0,0,0,1,1,247,0
820631912,179,2,0,101,0,0,0,0,0,282,0
820631913,302,247,14,0,2,0,0,0,71,636,0
820632001,222,1,0,86,1,0,0,0,0,310,0
820632002,88,0,0,33,0,0,0,0,0,121,0
820632003,149,2,0,55,0,0,0,0,0,206,0
820632004,0,0,0,0,0,0,0,0,0,0,0
820632005,136,0,0,23,0,0,0,0,0,159,0
820632006,148,0,0,88,0,1,0,0,0,236,0
820632007,132,0,0,36,0,2,0,0,0,168,0
820632008,202,2,0,107,1,0,0,0,0,312,0
820632009,208,22,0,7,0,0,0,0,0,237,0
820632010,271,11,0,30,1,0,0,0,0,313,0
820632011,233,7,1,25,0,0,0,8,0,274,0
820632012,266,7,0,32,0,0,0,0,1,306,0
820632101,184,2,0,142,0,0,0,0,0,328,0
820632102,209,0,0,131,0,0,0,7,0,347,0
820632103,160,0,0,129,0,1,0,0,0,289,0
820632104,226,2,0,227,0,1,7,0,0,462,0
820632105,208,1,0,134,0,0,0,0,0,343,0
820632106,218,1,0,35,0,1,0,0,0,254,0
820632107,234,0,0,85,0,1,0,0,0,319,0
820632108,187,2,0,69,0,0,0,0,0,258,0
820632109,200,5,0,148,1,1,0,0,0,354,0
820632110,47,0,0,54,0,1,0,0,0,101,0
820632111,175,0,0,136,1,6,0,0,0,312,0
820632112,123,1,0,222,0,0,0,0,0,346,0
820632113,95,1,0,111,0,1,0,2,0,209,0
820632114,80,1,0,259,0,1,0,0,0,340,0
820632115,79,0,0,88,0,3,0,0,0,167,0
820632201,76,0,0,145,0,2,0,0,0,221,0
820632202,56,0,0,181,2,4,1,1,0,241,0
820632203,32,1,0,136,0,1,10,15,0,194,0
820632204,44,1,0,89,0,2,0,0,0,134,0
820632205,12,0,0,117,0,0,0,23,0,152,0
820632206,34,0,0,67,0,6,3,6,0,110,0
820632207,107,1,0,210,0,1,9,0,0,327,0
820632208,95,0,0,228,0,1,1,2,0,326,0
820632209,73,0,0,186,0,0,0,14,0,273,0
820632210,70,3,0,135,0,2,0,0,0,208,0
820632211,33,0,0,134,1,2,0,0,0,168,0
820632212,26,0,0,217,0,7,2,4,0,249,0
820632213,35,0,0,204,0,4,1,0,0,240,0
820632214,77,0,0,167,0,4,5,3,0,252,0
820632301,231,0,0,50,1,0,0,1,0,283,0
820632302,217,1,0,96,0,0,0,0,0,314,0
820632303,188,0,0,73,1,1,0,0,0,262,0
820632304,267,0,0,62,0,0,0,0,0,329,0
820632305,180,0,0,71,0,1,0,0,0,251,0
820632306,232,1,0,207,0,2,0,0,0,440,0
820632307,98,0,0,58,0,0,0,0,0,156,0
820632308,216,0,0,156,0,2,0,0,0,372,0
820632309,150,0,0,145,0,0,1,2,0,298,0
820632310,239,0,0,114,0,0,0,0,0,353,0
820632311,135,1,0,20,1,0,0,0,0,157,0
820632312,137,1,1,143,0,1,1,0,0,283,0
820632313,62,0,0,80,0,1,5,0,0,147,0
820632314,192,10,0,102,1,0,0,0,0,305,0
820632401,94,0,0,206,1,2,0,0,0,301,0
820632402,63,0,0,198,0,1,0,0,0,261,0
820632403,39,1,0,259,0,1,0,0,0,299,0
820632404,84,0,0,151,0,2,0,1,0,236,0
820632405,40,0,0,146,0,3,0,0,0,186,0
820632406,33,0,0,141,1,0,0,0,0,175,0
820632407,25,1,0,110,0,3,0,0,0,136,0
820632408,89,2,0,137,0,0,0,2,0,230,0
820632409,107,1,0,141,0,1,0,0,0,249,0
820632410,114,28,0,90,0,2,0,0,0,232,0
820632411,129,0,1,114,0,0,0,0,0,244,0
820632412,180,3,0,76,0,1,0,0,0,259,0
820632413,75,2,2,100,0,0,0,0,0,179,0
820632414,86,0,0,142,3,4,0,0,0,231,0
820632415,78,1,0,142,1,2,0,0,0,222,0
820632416,106,2,0,123,0,2,0,0,0,231,0
820632417,54,0,0,167,0,1,0,0,0,221,0
820632418,61,0,0,59,0,1,0,0,0,120,0
820632501,161,42,0,0,0,0,0,0,3,206,0
820632502,220,13,2,135,0,1,0,0,0,370,0
820632503,235,0,0,168,0,0,0,0,0,403,0
820632504,129,0,0,67,0,1,0,1,0,197,0
820632505,103,1,0,66,0,1,0,7,0,177,0
820632506,206,43,0,29,0,0,0,0,0,278,0
820632507,155,2,0,26,0,0,0,0,0,183,0
820632508,145,1,0,53,0,0,0,0,0,199,0
820632509,242,0,0,95,0,0,0,0,2,339,0
820632510,274,1,0,20,0,1,0,0,0,295,0
820632511,227,5,0,19,0,0,0,0,1,252,0
820632512,104,8,0,11,0,0,0,0,0,123,0
820632513,168,0,0,56,2,1,0,2,0,228,0
820632601,287,268,2,0,1,0,0,0,14,572,0
820632602,215,116,3,0,0,0,0,0,6,340,0
820632603,250,52,0,1,0,0,0,0,0,303,0
820632604,216,65,1,22,0,0,0,0,3,307,0
820632605,224,138,2,7,0,0,0,0,1,372,0
820632606,243,28,0,5,0,0,0,0,1,277,0
820632607,88,4,0,324,0,0,0,0,0,416,0
820632608,277,6,0,48,0,2,0,0,1,332,0
820632609,327,28,2,33,0,0,0,2,0,392,0
820632610,3,0,0,241,0,0,0,0,0,244,0
820632611,1,0,0,251,0,0,0,0,0,252,0
820632612,38,1,0,317,0,0,0,0,0,356,0
820632613,368,224,5,9,0,0,0,3,8,617,0
820632614,257,42,0,10,0,0,0,0,0,309,0
820632615,208,55,1,5,0,0,0,0,3,272,0
820632616,133,149,5,0,0,0,0,0,5,292,0
820632617,332,100,1,10,0,0,0,2,1,446,0
820632701,206,24,1,1,0,0,0,0,0,232,0
820632702,250,22,0,0,0,0,0,0,0,272,0
820632703,239,11,1,18,0,0,0,1,1,271,0
820632704,291,3,1,47,0,1,0,2,0,344,0
820632705,229,15,0,39,0,3,0,0,0,283,0
820632706,297,3,0,110,1,0,0,0,0,411,0
820632707,276,2,2,30,0,0,0,0,0,310,0
820632708,235,0,1,21,0,1,0,1,0,258,0
820632709,425,73,1,6,0,0,0,2,1,508,0
820632710,420,31,4,7,2,2,3,2,0,469,0
820632711,349,16,0,11,0,0,0,0,0,376,0
820632712,324,74,1,0,0,0,0,1,1,401,0
820632713,170,229,18,0,0,0,0,0,61,478,0
820632714,391,63,10,9,0,0,0,0,3,476,0
820632715,329,34,3,4,0,2,1,1,1,373,0
820632716,81,22,2,0,0,0,3,1,22,132,1
820632801,292,6,1,14,1,0,0,0,0,314,0
820632802,272,13,1,87,0,0,0,0,1,374,0
820632803,229,4,0,182,0,0,0,2,1,418,0
820632804,16,0,0,0,0,0,0,0,0,16,0
820632805,512,13,0,1,0,0,0,0,0,526,0
820632806,329,82,4,152,0,0,0,0,0,567,0
820632807,340,23,0,59,3,0,0,0,0,425,0
820632808,276,22,2,13,0,1,0,0,0,313,0
820632809,322,91,1,4,0,1,0,0,0,418,0
820632810,407,50,2,7,0,0,0,0,1,467,0
820632811,297,331,15,0,0,1,0,1,27,671,0
820632812,4,0,0,0,0,0,0,0,0,4,0
820632813,7,0,0,0,0,2,0,0,0,7,0
820632814,340,120,6,0,0,0,0,0,2,468,0
820632815,114,44,3,0,0,0,0,0,3,164,0
820632816,106,27,8,0,5,0,0,0,16,162,0
820632817,219,21,0,0,0,0,0,0,0,240,0
820632818,180,76,5,0,0,0,0,2,0,263,0
820632819,295,63,0,0,0,0,0,0,1,359,0
820632820,5,0,0,0,0,0,0,0,0,5,0
820632821,30,23,1,0,0,0,0,0,2,56,0
820632822,37,12,4,2,0,0,0,0,1,56,0
820632823,125,79,3,0,0,1,0,0,4,211,0
820632824,0,0,0,0,0,0,0,0,2,2,0
820632825,138,24,1,0,0,0,0,0,0,163,0
820632826,181,13,3,0,0,0,0,0,1,198,0
820632827,73,6,0,0,0,0,0,0,0,79,0
820632828,219,36,1,0,1,0,0,0,2,259,0
820632829,200,88,2,0,0,0,0,1,1,292,0
820632901,413,77,14,0,0,2,0,0,15,519,0
820632902,132,92,7,1,0,0,0,0,4,236,0
820632903,221,4,0,33,0,2,0,0,0,258,0
820632904,393,23,4,11,0,0,0,0,0,431,0
820632905,272,159,1,0,0,0,0,4,0,436,0
820632906,230,117,2,0,0,0,0,0,4,353,0
820632907,223,32,0,0,0,0,0,0,0,255,0
820632908,249,45,1,0,0,0,0,0,0,295,0
820632909,291,42,1,12,0,0,0,2,0,348,0
820632910,265,16,0,10,0,0,0,0,0,291,0
820632911,214,9,1,10,0,0,0,1,0,235,0
820632912,228,3,0,7,0,2,0,0,0,238,0
820632913,297,3,0,32,0,0,0,0,0,332,0
820632914,194,2,2,17,0,0,0,0,0,215,0
820632915,310,12,0,24,0,0,0,0,0,346,0
820633001,304,2,0,24,0,1,0,0,0,330,0
820633002,351,0,0,30,0,0,0,0,0,381,0
820633003,204,1,0,14,0,0,0,0,0,219,0
820633004,177,5,0,15,1,0,0,0,0,198,0
820633005,234,2,0,9,0,0,0,1,0,246,0
820633006,233,5,0,52,0,0,0,0,0,290,0
820633007,388,11,0,47,2,1,0,0,0,448,0
820633008,440,3,2,23,0,0,0,0,0,468,0
820633009,423,4,3,26,0,0,0,0,1,457,0
820633010,305,10,0,97,1,0,0,0,0,413,0
820633011,233,0,0,124,0,0,0,0,0,357,0
820633012,232,7,0,24,0,0,0,0,0,263,0
820633013,221,25,12,125,0,0,0,0,11,394,0
820633101,511,53,6,3,0,0,0,0,0,574,1
820633102,168,11,5,2,0,0,0,2,0,188,0
820633103,319,19,0,2,0,1,0,5,0,345,0
820633104,566,64,34,10,1,0,0,0,2,677,0
820633105,10,17,1,0,0,0,0,0,2,30,0
820633106,269,54,2,4,0,1,0,0,0,329,0
820633107,308,74,9,3,0,0,0,0,8,402,0
820633108,184,48,0,8,0,1,0,1,0,241,0
820633109,630,19,12,2,2,0,0,0,2,667,0
820633110,215,140,4,0,0,0,1,3,13,376,0
820633111,214,86,5,3,0,0,0,0,3,311,0
820633112,272,68,12,2,0,0,0,2,2,358,0
820633113,294,51,2,20,0,0,4,0,2,373,0
820633114,311,51,1,8,0,0,0,0,0,371,0
820633115,263,170,4,2,0,0,0,0,3,442,0
820633201,301,54,0,12,1,1,0,2,0,370,0
820633202,243,65,2,4,0,0,0,0,1,315,0
820633203,355,56,4,18,0,0,0,2,0,435,0
820633204,210,33,1,6,1,0,0,1,1,253,0
820633205,210,114,5,0,1,0,0,0,5,335,0
820633206,221,28,3,1,0,1,0,0,0,253,0
820633207,442,29,1,1,0,0,0,0,3,476,0
820633208,337,21,0,18,1,1,0,2,0,379,0
820633209,64,14,3,408,0,1,0,1,0,490,0
820633210,112,12,0,177,0,0,0,0,0,301,0
820633211,297,85,4,6,0,0,0,0,4,396,0
820633212,468,114,1,2,0,0,0,0,12,597,0
820633213,93,1,0,436,0,0,0,0,0,530,0
820633214,60,8,0,219,0,0,0,0,0,287,0
820633215,23,0,0,202,0,0,0,0,0,225,0
820633216,235,23,0,40,0,0,0,0,0,298,0
820633301,201,150,9,0,0,0,0,0,9,369,0
820633302,145,123,4,0,0,0,0,0,4,276,0
820633303,224,90,2,0,1,0,0,0,7,324,0
820633304,220,68,1,0,0,0,0,0,6,295,0
820633305,207,45,2,3,0,0,0,0,3,260,0
820633306,294,3,0,49,0,0,0,0,0,346,0
820633307,212,3,1,92,0,1,0,0,0,308,0
820633308,174,4,0,122,0,1,0,0,0,300,0
820633309,145,61,8,8,0,1,0,0,4,226,0
820633310,213,60,1,0,0,0,0,0,2,276,0
820633401,558,149,7,0,0,0,0,0,11,725,0
820633402,301,73,2,3,1,0,1,0,2,383,0
820633403,363,86,6,0,1,1,0,0,3,459,0
820633404,182,61,0,0,0,0,0,1,11,255,0
820633405,0,188,2,0,0,0,0,0,9,0,0
820633406,507,33,1,3,0,0,0,0,1,545,0
820633407,220,37,1,1,1,0,0,1,3,264,0
820633408,165,45,0,8,0,0,0,0,0,218,0
820633409,136,112,11,0,0,0,0,0,4,263,0
820633410,176,60,5,6,0,0,0,0,3,250,0
820633411,238,42,0,9,0,0,0,0,0,289,0
820633412,365,71,3,5,0,1,0,0,1,445,0
