radio_cens,Casa Tipo B,Casilla,Departamento,Local no construido para habitación,Pieza en hotel familiar o pensión,Pieza en inquilinato,Rancho,Total,Vivienda móvil
820420607,1,0,0,0,0,0,0,1,0
820420608,0,0,0,0,0,0,0,0,0
820420609,0,0,0,0,0,0,0,0,0
820420610,3,0,0,0,0,0,0,3,0
820420611,0,0,0,0,0,0,0,0,0
820420612,0,0,0,0,0,0,0,0,0
820420613,3,0,0,0,0,0,0,3,0
820420614,0,0,0,0,0,0,0,0,0
820420615,0,0,0,0,0,0,0,0,0
820420616,0,0,0,0,0,1,0,1,0
820420617,1,0,0,0,0,0,1,2,0
820420618,12,0,0,0,0,0,0,12,0
820420619,12,0,0,0,0,0,3,15,0
820420620,2,0,0,0,0,0,0,2,0
820420621,3,0,0,1,0,0,0,4,0
820420622,3,0,0,0,0,0,0,3,0
820420701,8,0,0,0,0,0,0,8,0
820420702,7,0,0,0,0,0,2,9,0
820420703,0,0,0,0,0,0,0,0,0
820420704,12,0,0,0,0,1,0,13,0
820420705,0,0,0,1,0,0,0,1,0
820420706,1,0,0,0,0,0,5,6,0
820420707,0,0,0,0,0,0,0,0,0
820420708,0,0,0,0,0,0,0,0,0
820420709,0,0,0,0,0,0,0,0,0
820420710,3,0,0,0,0,0,0,3,0
820420711,2,0,0,0,0,0,0,2,0
820420712,0,0,0,0,0,0,0,0,0
820420713,0,0,0,0,0,0,0,0,0
820420714,0,0,0,0,0,0,0,0,0
820420715,21,1,0,0,0,1,14,37,0
820420716,6,0,0,0,0,0,0,6,0
820420717,8,0,0,0,0,0,3,11,0
820420718,0,0,0,0,0,0,0,0,0
820420719,0,0,0,0,0,0,0,0,0
820420720,3,0,0,0,0,0,0,3,0
820420721,2,0,0,0,0,0,0,2,0
820420801,0,0,0,0,0,0,0,0,0
820420802,0,0,0,0,0,0,0,0,0
820420803,0,0,0,0,0,0,0,0,0
820420804,0,0,0,0,0,1,0,1,0
820420805,0,0,0,0,0,0,0,0,0
820420806,0,0,0,0,0,0,0,0,0
820420807,0,0,0,0,0,0,0,0,0
820420808,0,0,0,0,0,0,0,0,0
820420809,0,0,0,0,0,0,0,0,0
820420810,0,0,0,0,0,0,0,0,0
820420811,1,0,0,0,0,0,0,1,0
820420901,2,1,0,0,0,0,1,4,0
820420902,2,0,0,0,0,0,0,2,0
820420903,3,0,0,1,0,0,0,4,0
820420904,2,0,0,0,0,0,0,2,0
820420905,0,1,1,0,0,0,0,2,0
820420906,4,2,0,0,0,0,0,6,0
820420907,4,0,0,0,0,0,0,4,0
820420908,0,0,0,0,0,0,0,0,0
820420909,0,0,0,0,0,0,0,0,0
820420910,0,0,0,0,0,0,0,0,0
820420911,0,0,0,0,0,0,0,0,0
820420912,0,0,0,0,0,0,0,0,0
820420913,0,0,0,0,0,0,0,0,0
820420914,0,0,0,0,0,0,0,0,0
820420915,0,0,0,0,0,0,0,0,0
820420916,7,0,0,0,0,0,1,8,0
820420917,6,0,0,1,0,0,0,7,0
820420918,0,0,0,0,0,0,0,0,0
820420919,10,0,0,0,0,2,2,14,0
820420920,3,0,0,0,0,0,0,3,0
820420921,6,0,0,0,0,0,0,6,0
820420922,5,0,0,0,0,0,0,5,0
820420923,6,0,0,0,0,0,0,6,0
820420924,0,0,0,0,0,0,0,0,0
820420925,0,0,0,0,0,0,0,0,0
820420926,2,0,0,0,0,0,0,2,0
820421001,2,0,0,0,0,0,0,2,0
820421002,16,0,0,0,0,0,1,17,0
820421003,3,1,0,0,0,0,0,4,0
820421004,4,0,0,0,0,0,0,4,0
820421005,2,0,0,0,0,0,1,3,0
820421006,0,0,0,0,0,0,0,0,0
820421007,4,0,0,0,0,0,0,4,0
820421008,14,1,3,1,0,0,1,20,0
820421009,4,0,0,0,0,0,0,4,0
820421010,11,0,0,0,0,1,0,12,0
820421011,14,0,0,0,0,0,0,14,0
820421012,5,0,0,0,0,0,0,5,0
820421013,2,0,0,0,0,0,0,2,0
820421014,1,0,0,0,0,0,1,2,0
820421015,12,0,0,0,0,1,0,13,0
820421016,28,2,0,0,0,0,1,31,0
820421102,0,1,0,0,0,0,0,1,0
820421103,3,0,0,0,0,0,0,3,0
820421104,1,0,0,0,0,0,0,1,0
820421105,0,0,0,0,0,0,0,0,0
820421106,5,0,0,0,0,0,0,5,0
820421107,0,0,0,0,0,0,0,0,0
820421108,2,0,0,0,0,0,0,2,0
820421109,0,0,0,0,0,0,0,0,0
820421110,1,0,0,0,0,0,0,1,0
820421111,3,1,0,0,0,0,0,5,1
820421112,1,0,0,0,0,0,0,1,0
820421113,0,0,0,0,0,0,0,0,0
820421114,1,0,0,0,0,0,0,1,0
820421115,1,0,0,0,0,0,0,1,0
820421116,2,0,0,0,0,0,0,2,0
820421117,0,0,0,0,0,0,1,1,0
820421118,3,0,0,0,0,0,1,4,0
820421119,3,0,0,0,0,0,0,3,0
820421120,1,0,0,0,0,0,0,1,0
820421121,1,0,0,0,0,0,2,3,0
820421201,1,0,0,0,0,0,0,1,0
820421202,0,0,0,0,0,1,0,1,0
820421203,13,0,0,0,0,0,0,13,0
820421204,3,0,0,0,0,0,0,3,0
820421205,0,0,0,0,0,0,0,0,0
820421206,0,0,0,0,0,0,0,0,0
820421207,4,0,0,0,0,0,0,4,0
820421208,4,0,0,0,0,0,2,7,1
820421209,0,1,0,0,0,0,1,2,0
820421210,16,0,0,0,0,0,1,17,0
820421211,1,0,0,0,0,0,0,1,0
820421212,1,0,0,0,0,0,0,1,0
820421213,1,0,0,0,0,0,0,1,0
820421214,1,0,0,0,0,0,1,2,0
820421215,0,0,0,0,0,0,0,0,0
820421216,0,0,0,0,0,0,0,0,0
820429101,0,0,0,0,0,0,0,0,0
820490101,12,0,0,0,0,0,34,46,0
820490102,44,2,0,0,0,0,5,51,0
820490103,5,0,0,0,0,0,15,20,0
820490104,0,0,0,0,0,0,4,4,0
820490105,5,0,0,0,0,0,4,9,0
820490106,4,0,0,0,0,0,2,6,0
820490107,11,0,0,0,0,0,1,12,0
820490108,3,0,0,0,0,0,4,7,0
820490109,2,0,0,0,0,0,4,6,0
820490110,6,0,0,0,0,0,2,8,0
820490111,3,0,0,0,0,0,2,5,0
820490112,18,0,0,0,0,0,6,24,0
820490113,2,0,0,0,0,0,5,7,0
820490114,8,0,0,0,0,0,10,18,0
820490115,3,0,0,0,0,0,2,5,0
820490116,23,0,0,0,0,0,9,32,0
820490117,0,0,0,0,0,0,0,0,0
820490118,1,0,0,0,0,0,1,2,0
820490119,9,3,0,0,0,0,0,12,0
820490120,3,0,0,0,0,0,2,6,1
820490121,35,0,0,0,0,0,2,37,0
820490122,0,0,0,0,0,0,4,4,0
820490123,29,0,0,0,0,1,20,50,0
820490124,2,0,0,0,0,0,0,2,0
820490125,10,1,0,1,0,0,1,13,0
820490126,3,3,0,0,0,0,7,13,0
820490127,7,0,0,0,0,0,2,9,0
820490128,5,0,0,0,0,0,1,6,0
820490201,5,0,0,0,0,0,3,8,0
820490202,4,2,0,0,0,0,6,12,0
820490203,4,0,0,0,0,0,1,5,0
820490204,0,0,0,0,0,0,0,0,0
820490205,0,0,0,0,0,0,1,1,0
820490206,1,0,0,0,0,0,0,1,0
820490207,1,0,0,0,0,0,1,2,0
820490208,1,0,0,0,0,0,2,3,0
820490209,1,0,0,0,0,0,0,1,0
820490210,3,0,0,0,0,0,5,8,0
820490211,0,0,0,0,0,0,0,0,0
820490212,0,0,0,0,0,0,0,0,0
820490213,4,0,0,8,0,0,3,15,0
820490301,21,2,0,0,0,0,3,26,0
820490302,6,0,0,0,0,0,1,7,0
820490303,1,0,0,0,0,1,0,2,0
820490304,1,0,0,0,0,0,2,3,0
820490305,6,0,0,0,0,0,1,7,0
820490306,3,1,0,0,0,0,1,5,0
820490307,4,0,0,0,0,0,5,9,0
820490308,51,6,0,0,0,0,34,91,0
820490309,0,0,0,0,0,0,1,1,0
820490310,3,0,0,0,0,0,2,5,0
820490311,16,0,0,0,0,0,8,24,0
820490312,2,1,0,0,0,0,2,6,1
820490313,27,1,0,0,0,0,11,39,0
820490314,0,0,0,0,0,0,3,3,0
820490315,9,0,0,0,0,0,11,20,0
820490316,0,0,0,0,0,0,1,1,0
820490317,1,0,0,0,0,0,1,2,0
820490318,1,0,0,0,0,0,0,1,0
820490319,5,0,0,0,0,0,3,8,0
820490320,0,0,0,0,0,0,11,11,0
820490321,3,0,0,0,0,0,6,9,0
820490322,3,0,0,0,0,0,3,6,0
820490323,6,0,0,0,0,0,5,11,0
820490324,11,1,0,0,0,0,4,16,0
820490325,7,0,0,0,0,0,4,11,0
820490326,42,1,0,0,0,0,5,48,0
820490327,17,1,0,0,0,0,4,22,0
820490328,5,1,0,0,0,0,9,15,0
820490329,2,0,0,0,0,0,0,2,0
820490330,12,0,0,0,0,0,0,12,0
820490331,0,0,0,0,0,0,0,0,0
820490332,4,0,0,0,0,0,0,4,0
820490333,6,0,0,0,0,0,0,6,0
820490334,7,0,0,0,0,0,0,7,0
820490401,0,0,0,0,0,0,1,1,0
820490402,6,0,0,0,0,0,13,19,0
820490403,3,1,0,0,0,0,4,8,0
820490404,2,0,0,0,0,0,4,6,0
820490405,1,0,0,0,0,0,2,3,0
820490406,2,0,0,0,0,0,0,2,0
820490407,0,0,0,0,0,0,10,10,0
820490408,8,0,0,0,0,0,8,16,0
820490409,0,2,0,0,0,0,1,3,0
820490410,1,0,0,0,0,0,0,1,0
820490411,4,0,0,0,0,0,10,14,0
820490412,2,1,0,0,0,0,12,15,0
820490413,3,0,0,0,0,0,6,9,0
820490414,0,0,0,0,0,0,0,0,0
820490415,1,2,0,0,0,0,5,8,0
820490416,11,1,0,0,0,0,27,39,0
820490417,0,0,0,0,0,0,0,0,0
820490418,0,1,0,0,0,0,2,3,0
820490419,1,0,0,0,0,0,1,2,0
820490501,0,0,0,0,0,0,7,7,0
820490502,1,0,0,0,0,0,0,1,0
820490503,1,0,0,0,0,0,1,2,0
820490504,1,0,0,0,0,0,2,3,0
820490505,5,0,0,0,0,0,2,7,0
820490506,3,0,0,0,0,0,0,3,0
820490507,1,0,0,0,0,0,2,3,0
820490508,3,0,0,0,0,0,2,5,0
820490509,0,0,0,0,0,0,4,4,0
820490510,20,1,0,0,0,0,3,24,0
820490511,3,1,0,0,0,0,0,4,0
820490512,0,0,1,0,0,0,0,1,0
820490513,9,0,0,0,0,0,0,9,0
820490514,55,0,0,0,0,0,2,57,0
820490515,1,0,0,0,0,0,0,1,0
820490516,5,0,0,0,0,0,0,5,0
820490517,3,0,1,0,0,0,0,4,0
820490518,5,0,0,0,0,0,0,5,0
820490519,2,0,0,0,0,0,2,4,0
820490520,0,0,0,0,0,0,0,0,0
820490521,0,0,0,0,0,0,0,0,0
820490522,2,0,0,0,0,0,0,2,0
820490523,47,0,1,0,0,3,1,52,0
820490524,4,0,0,0,0,0,0,4,0
820490525,0,0,0,0,0,1,0,1,0
820490526,0,0,1,0,0,0,0,1,0
820490527,5,1,0,0,0,0,0,6,0
820490601,2,0,1,0,0,0,0,3,0
820490602,1,0,0,0,0,0,0,1,0
820490603,7,1,0,0,0,0,2,10,0
820490604,0,0,0,0,0,0,0,0,0
820490605,7,2,0,0,0,0,0,9,0
820490606,3,0,0,0,0,0,0,3,0
820490607,5,0,0,0,0,0,0,5,0
820490608,40,1,0,0,0,0,8,49,0
820490609,3,0,0,0,0,0,0,3,0
820490610,2,0,0,0,0,0,0,2,0
820490611,21,0,0,0,0,0,0,21,0
820490612,0,0,0,0,0,0,0,0,0
820490613,0,0,0,0,0,0,0,0,0
820490614,0,0,0,0,0,0,0,0,0
820490615,1,0,0,0,0,0,0,1,0
820490616,1,0,0,0,0,0,0,1,0
820490701,6,2,0,0,0,0,12,20,0
820490702,1,0,0,0,0,0,0,1,0
820490703,0,0,0,0,0,0,0,0,0
820490704,1,0,1,0,0,0,0,2,0
820490705,11,0,0,0,0,0,0,11,0
820490706,0,0,0,0,0,0,0,0,0
820490707,7,0,0,0,0,0,0,7,0
820490708,1,0,0,0,0,0,0,1,0
820490709,0,0,0,0,0,0,0,0,0
820490710,1,0,0,0,0,0,0,1,0
820490711,0,0,0,0,0,0,0,0,0
820490712,2,0,0,0,0,0,0,2,0
820490713,0,0,0,0,0,0,0,0,0
820490714,1,0,0,0,0,0,0,1,0
820490715,5,0,0,0,0,1,0,6,0
820490716,9,0,0,0,0,0,0,9,0
820490717,3,0,0,0,0,0,0,3,0
820490718,15,3,1,1,0,0,4,24,0
820490719,26,0,0,0,0,0,5,32,1
820490801,1,0,0,0,0,0,3,4,0
820490802,14,0,0,0,0,0,1,15,0
820490803,2,0,0,0,0,0,2,4,0
820490804,0,0,0,0,0,0,1,1,0
820490805,0,0,0,0,0,0,0,0,0
820490806,2,0,0,0,0,0,0,2,0
820490807,14,0,0,0,0,0,2,16,0
820490808,3,0,0,0,0,0,12,15,0
820490809,9,0,0,0,0,0,17,26,0
820490810,10,0,0,0,0,0,2,12,0
820490811,0,0,0,0,0,0,0,0,0
820490812,3,0,0,1,0,0,1,6,1
820490813,1,0,0,0,0,0,0,1,0
820490814,3,0,0,0,0,0,6,9,0
820490815,1,1,0,0,0,0,2,4,0
820490816,2,0,0,0,0,0,1,3,0
820490817,1,0,0,0,0,0,0,1,0
820490818,0,0,0,0,0,0,6,6,0
820490819,15,0,0,0,0,0,4,19,0
820490901,0,0,0,0,0,1,0,1,0
820490902,1,0,0,0,0,0,0,1,0
820490903,4,0,0,0,0,0,5,9,0
820490904,4,0,0,0,0,0,2,6,0
820490905,4,0,0,0,0,0,2,6,0
820490906,19,1,0,0,0,0,3,23,0
820490907,2,0,0,0,0,0,0,2,0
820490908,5,1,0,0,0,0,0,6,0
820490909,1,0,0,0,0,0,0,1,0
820490910,2,0,0,0,0,0,0,2,0
820490911,1,1,0,0,0,0,1,3,0
820490912,21,0,0,0,0,0,0,21,0
820490913,7,1,0,0,0,0,6,15,1
820490914,1,0,0,0,0,0,0,1,0
820490915,8,0,0,0,0,1,1,10,0
820490916,0,0,0,0,0,0,1,1,0
820491001,0,0,0,0,0,0,0,0,0
820491002,0,0,0,0,0,0,0,0,0
820491003,0,0,0,0,0,0,0,0,0
820491004,0,0,0,1,0,0,0,1,0
820491005,3,0,0,0,0,0,0,3,0
820491006,9,0,0,0,0,0,0,9,0
820491007,42,1,2,0,0,0,1,46,0
820491008,4,0,0,0,0,0,0,4,0
820491009,3,0,0,0,0,0,0,3,0
820491010,3,0,1,0,0,0,0,4,0
820491011,14,0,0,0,0,0,0,14,0
820491012,1,1,0,0,0,0,0,2,0
820491013,1,0,0,0,0,0,0,1,0
820491014,5,2,0,0,1,1,1,10,0
820491015,8,0,0,0,0,0,0,8,0
820491016,20,2,0,0,0,0,5,27,0
820491017,2,0,0,0,0,0,0,2,0
820491018,4,0,0,0,0,0,0,4,0
820491019,20,1,0,0,0,0,0,21,0
820560101,3,0,0,0,0,0,0,3,0
820560102,1,0,0,0,0,0,0,1,0
820560103,14,2,0,0,0,0,2,18,0
820560104,0,0,0,0,0,0,0,0,0
820560105,7,0,0,0,0,0,0,7,0
820560106,5,0,0,0,0,0,1,6,0
820560107,0,0,0,0,0,0,0,0,0
820560108,18,0,0,0,0,0,0,18,0
820560109,2,0,0,0,0,0,0,2,0
820560110,3,0,0,0,0,0,0,3,0
820560111,4,0,0,0,0,0,0,4,0
820560112,1,0,0,0,0,0,1,2,0
820560113,0,0,0,0,0,0,0,0,0
820560114,0,0,0,0,0,0,0,0,0
820560115,4,0,0,0,0,0,0,4,0
820560116,3,0,0,1,0,0,0,4,0
820560117,3,0,0,0,0,0,0,3,0
820560118,2,0,0,0,0,0,1,3,0
820560201,1,0,1,0,0,0,0,2,0
820560202,0,0,0,0,0,0,0,0,0
820560203,1,0,0,0,0,0,0,1,0
820560204,2,0,0,1,0,0,0,3,0
820560205,0,0,1,0,0,0,0,1,0
820560206,1,1,0,0,0,0,0,2,0
820560207,4,0,0,0,0,0,2,6,0
820560208,4,0,0,0,0,0,0,4,0
820560209,2,0,0,0,0,0,1,3,0
820560210,4,0,0,0,0,0,0,4,0
820560211,1,0,0,0,0,0,0,1,0
820560212,4,0,0,0,0,0,0,4,0
820560213,3,0,0,0,0,0,0,3,0
820560214,1,0,0,0,0,0,0,1,0
820560215,1,0,0,0,0,0,0,1,0
820560216,3,0,0,0,0,0,2,5,0
820560217,2,1,0,0,0,0,0,3,0
820560218,25,0,0,0,0,0,0,25,0
820560219,6,0,0,0,0,0,0,6,0
820560301,5,1,0,0,0,0,1,7,0
820560302,2,0,0,0,0,0,0,2,0
820560303,9,0,0,0,0,1,0,10,0
820560304,1,0,0,0,0,0,0,1,0
820560305,2,1,0,0,0,0,0,3,0
820560306,4,0,0,0,0,0,0,4,0
820560307,2,0,0,0,0,1,0,3,0
820560308,22,0,0,0,0,0,1,23,0
820560309,6,0,0,0,0,1,0,7,0
820560310,0,0,0,0,0,0,0,0,0
820560311,3,0,0,0,0,1,0,4,0
820560312,0,0,0,0,0,0,0,0,0
820560313,2,0,0,0,0,0,0,2,0
820560314,3,1,0,0,0,0,0,4,0
820560401,11,1,0,0,0,0,2,14,0
820560402,1,0,3,0,0,0,0,4,0
820560403,0,0,0,0,0,0,0,0,0
820560404,2,0,0,0,0,0,0,2,0
820560405,0,0,0,0,0,0,0,0,0
820560406,0,0,0,0,0,0,0,0,0
820560407,0,0,0,0,0,0,0,0,0
820560408,1,0,0,0,0,0,0,1,0
820560409,0,0,0,0,0,0,0,0,0
820560410,2,0,0,0,0,0,0,2,0
820560411,0,1,0,0,0,0,0,1,0
820560412,0,0,0,0,0,0,0,0,0
820560413,0,0,0,0,0,0,0,0,0
820560414,4,1,0,0,0,0,0,5,0
820560415,0,0,0,0,0,0,0,0,0
820560501,0,0,0,0,0,0,0,0,0
820560502,5,0,0,0,0,0,0,5,0
820560503,2,0,0,0,0,0,0,2,0
820560504,3,0,0,0,0,0,0,3,0
820560505,1,0,0,0,0,0,0,1,0
820560506,0,0,0,0,0,0,0,0,0
820560507,14,0,0,0,0,0,0,14,0
820560508,1,0,0,0,0,0,0,1,0
820560509,12,0,1,1,0,0,3,17,0
820560510,4,1,0,0,0,0,0,5,0
820560511,3,0,0,0,0,0,0,3,0
820560512,11,0,0,0,0,0,0,11,0
820560513,5,0,0,0,0,0,0,5,0
820560514,1,0,0,0,0,0,0,1,0
820560515,0,0,0,0,0,0,0,0,0
820560516,3,0,0,0,0,0,3,6,0
820630101,1,0,0,0,0,0,0,1,0
820630102,2,0,0,0,0,0,0,2,0
820630103,0,0,0,0,0,0,0,0,0
820630104,1,1,0,0,0,0,0,2,0
820630105,2,1,0,0,0,1,0,4,0
820630106,0,0,0,0,0,0,1,1,0
820630107,2,0,0,0,0,0,2,4,0
820630108,0,0,0,0,0,0,0,0,0
820630109,5,0,0,0,0,0,0,5,0
820630110,4,0,0,0,0,0,3,7,0
820630111,3,0,0,0,0,0,14,17,0
820630112,2,0,0,0,0,0,0,2,0
820630113,0,0,0,0,0,0,0,0,0
820630114,2,0,0,0,0,0,0,2,0
820630115,3,0,0,0,0,0,0,3,0
820630116,0,0,0,0,0,0,0,0,0
820630117,1,0,0,0,0,0,0,1,0
820630118,10,0,0,1,0,0,3,14,0
820630119,9,0,0,0,0,0,0,9,0
820630120,0,0,0,0,0,0,0,0,0
820630121,1,0,0,0,0,0,0,1,0
820630122,1,0,0,0,0,0,0,1,0
820630123,2,0,0,0,0,0,0,2,0
820630124,6,0,0,0,0,0,0,6,0
820630125,2,0,0,0,0,0,0,2,0
820630126,5,0,0,0,0,0,0,5,0
820630127,1,0,0,0,0,0,0,1,0
820630128,24,2,0,0,0,0,0,30,4
820630129,14,0,0,0,0,0,0,14,0
820630201,1,0,0,0,0,0,0,1,0
820630202,1,0,0,0,0,0,1,2,0
820630203,0,1,0,0,0,0,0,1,0
820630204,1,0,0,0,0,0,0,1,0
820630205,1,0,0,0,0,0,0,1,0
820630206,0,0,0,0,0,0,0,0,0
820630207,0,0,0,0,0,0,0,0,0
820630208,8,0,0,0,0,0,0,8,0
820630209,12,0,0,0,0,0,0,12,0
820630210,1,0,0,0,0,0,0,1,0
820630211,2,0,0,0,0,0,0,2,0
820630212,1,0,0,0,0,0,0,1,0
820630213,9,0,0,1,0,0,0,10,0
820630214,1,0,0,0,0,0,0,1,0
820630215,0,0,0,0,0,0,0,0,0
820630216,1,0,0,0,0,0,0,1,0
820630217,5,0,0,0,0,0,0,5,0
820630218,2,1,0,0,0,0,0,3,0
820630219,1,2,0,0,0,0,2,5,0
820630220,4,0,0,0,0,1,0,5,0
820630221,9,0,0,0,0,0,0,9,0
820630222,9,1,0,0,0,0,0,10,0
820630223,7,0,0,0,0,0,1,8,0
820630224,4,1,0,0,0,0,0,5,0
820630225,2,1,0,0,0,0,0,3,0
820630226,0,0,0,0,0,0,1,1,0
820630227,3,0,0,0,0,0,1,4,0
820630228,3,1,0,0,0,0,1,5,0
820630229,1,0,0,0,0,0,1,2,0
820630230,1,0,0,0,0,0,1,2,0
820630231,5,0,0,0,0,0,0,5,0
820630232,7,0,0,0,0,0,0,7,0
820630301,10,1,0,0,0,0,10,21,0
820630302,1,0,0,0,0,0,1,2,0
820630303,1,0,0,0,0,0,0,1,0
820630304,0,0,0,0,0,0,0,0,0
820630305,2,0,0,0,0,0,0,2,0
820630306,1,0,0,0,0,0,0,1,0
820630307,0,0,0,0,0,0,0,0,0
820630308,6,1,0,0,0,0,1,8,0
820630309,4,0,0,0,0,0,3,7,0
820630310,2,0,0,0,0,0,0,2,0
820630311,23,0,0,0,0,0,5,28,0
820630312,6,2,0,0,0,0,7,16,1
820630313,3,0,0,0,0,1,7,11,0
820630314,2,0,0,0,0,0,0,2,0
820630315,14,2,0,0,0,0,0,16,0
820630316,17,1,0,0,0,0,5,23,0
820630317,10,2,0,0,0,0,6,18,0
820630318,0,0,0,0,0,0,2,2,0
820630319,6,0,0,0,0,0,1,7,0
820630320,0,0,0,0,0,0,0,0,0
820630321,0,0,0,0,0,0,0,0,0
820630322,0,2,0,0,0,0,8,11,1
820630323,4,0,0,0,0,0,1,5,0
820630324,3,2,0,0,0,0,0,5,0
820630325,0,3,0,0,0,0,1,4,0
820630326,6,0,0,0,0,0,0,6,0
820630327,3,0,0,0,0,0,4,7,0
820630401,1,0,0,0,0,0,0,1,0
820630402,0,0,0,0,0,0,0,0,0
820630403,0,0,0,0,0,0,0,0,0
820630404,0,0,0,0,0,0,0,0,0
820630405,6,0,0,0,0,0,1,7,0
820630406,1,0,0,0,0,0,0,1,0
820630407,11,0,1,0,0,0,1,13,0
820630408,6,1,0,0,0,0,0,7,0
820630409,16,0,0,0,0,0,0,16,0
820630410,20,17,0,0,0,0,6,43,0
820630411,10,1,0,0,0,0,2,13,0
820630412,0,0,0,0,0,0,0,0,0
820630501,14,2,0,0,0,0,10,26,0
820630502,3,0,0,0,0,0,0,3,0
820630503,15,0,0,0,0,0,1,16,0
820630504,6,0,0,0,0,1,0,7,0
820630505,3,0,0,0,0,0,1,4,0
820630506,12,1,0,0,0,1,15,29,0
820630507,17,0,0,0,0,0,12,29,0
820630508,8,0,0,0,0,0,4,12,0
820630509,4,1,0,0,0,0,8,13,0
820630510,21,0,0,0,0,0,0,21,0
820630511,4,0,0,0,0,0,0,4,0
820630512,0,1,0,0,0,0,1,2,0
820630513,7,0,0,0,0,0,1,8,0
820630601,5,0,0,0,0,0,0,5,0
820630602,2,0,0,0,0,0,0,2,0
820630603,1,0,0,0,0,0,0,1,0
820630604,2,1,1,0,0,0,0,4,0
820630605,0,0,0,0,0,0,0,0,0
820630606,1,0,0,0,0,0,0,1,0
820630607,0,0,0,0,0,0,0,0,0
820630608,0,0,0,0,0,0,0,0,0
820630609,3,0,0,0,0,0,0,3,0
820630610,0,0,0,0,0,0,0,0,0
820630611,3,1,0,0,0,0,0,4,0
820630612,2,0,0,0,0,0,0,2,0
820630613,0,0,0,0,0,0,0,0,0
820630614,1,0,0,0,0,0,0,1,0
820630615,3,0,0,0,0,0,0,3,0
820630616,1,0,0,0,0,0,0,1,0
820630617,0,0,0,0,0,0,0,0,0
820630618,0,0,0,0,0,0,0,0,0
820630701,9,3,0,0,0,0,17,29,0
820630702,2,0,0,0,0,0,0,2,0
820630703,0,0,0,0,0,0,0,0,0
820630704,0,0,0,0,0,0,0,0,0
820630705,0,0,0,0,0,0,0,0,0
820630706,0,0,0,0,0,0,0,0,0
820630707,0,0,0,0,0,0,0,0,0
820630708,0,0,0,0,0,0,0,0,0
820630709,0,0,0,0,0,0,0,0,0
820630710,0,0,0,0,0,0,0,0,0
820630711,0,0,0,0,0,0,0,0,0
820630712,27,0,1,0,0,3,0,31,0
820630713,0,0,0,0,0,0,0,0,0
820630714,0,0,0,0,0,0,0,0,0
820630801,0,0,0,0,0,0,0,0,0
820630802,1,0,0,0,0,0,0,1,0
820630803,1,0,0,0,0,0,0,1,0
820630804,0,0,0,0,0,0,0,0,0
820630805,0,0,0,0,0,0,0,0,0
820630806,0,0,0,0,0,0,0,0,0
820630807,0,0,0,0,0,0,0,0,0
820630808,0,0,0,0,0,0,0,0,0
820630809,0,0,0,0,0,0,0,0,0
820630810,0,0,0,0,0,0,0,0,0
820630811,0,0,0,0,0,0,0,0,0
820630812,0,0,0,0,0,0,0,0,0
820630813,8,0,0,0,0,0,0,8,0
820630814,2,0,0,0,0,0,0,2,0
820630901,1,0,0,0,0,0,0,1,0
820630902,0,0,0,0,0,0,0,0,0
820630903,20,0,4,0,0,0,0,24,0
820630904,0,0,0,0,0,0,0,0,0
820630905,0,0,0,0,0,0,0,0,0
820630906,0,0,0,0,0,0,0,0,0
820630907,0,0,0,0,0,0,0,0,0
820630908,1,0,0,0,0,0,0,1,0
820630909,0,0,0,0,0,0,0,0,0
820630910,0,0,0,0,0,0,0,0,0
820631001,1,0,0,0,0,0,0,1,0
820631002,0,0,0,0,0,0,0,0,0
820631003,0,0,0,0,0,0,0,0,0
820631004,0,0,0,0,0,0,0,0,0
820631005,2,0,0,0,0,0,0,2,0
820631006,1,0,0,0,0,0,0,1,0
820631007,10,0,0,1,0,0,0,11,0
820631008,3,0,0,0,0,0,0,3,0
820631009,3,0,0,0,0,0,0,3,0
820631010,1,0,0,0,0,0,0,1,0
820631011,0,0,0,0,0,0,0,0,0
820631012,0,0,0,0,0,0,0,0,0
820631013,7,0,0,0,0,0,2,9,0
820631101,8,0,0,0,0,0,0,8,0
820631102,6,0,0,0,0,0,0,6,0
820631103,2,1,0,0,0,0,0,3,0
820631104,3,0,0,0,0,0,1,4,0
820631105,3,0,0,0,0,0,0,3,0
820631106,11,2,0,0,0,0,1,14,0
820631107,38,6,0,0,0,0,5,49,0
820631108,5,0,0,0,0,0,3,8,0
820631109,6,0,0,0,0,0,0,6,0
820631110,7,2,0,0,0,0,6,15,0
820631111,10,0,0,0,0,1,1,12,0
820631112,7,0,2,0,0,0,0,9,0
820631113,18,1,0,0,0,0,1,20,0
820631114,8,2,0,0,0,0,0,10,0
820631115,4,2,0,0,0,0,2,8,0
820631116,0,0,0,0,0,0,0,0,0
820631117,2,0,0,0,0,0,0,2,0
820631118,8,0,0,0,0,0,2,10,0
820631119,2,2,0,0,0,0,0,4,0
820631201,2,0,0,1,0,0,0,3,0
820631202,2,0,0,0,0,0,0,2,0
820631203,0,0,0,0,0,0,0,0,0
820631204,8,0,0,0,0,0,1,9,0
820631205,8,0,0,0,0,0,0,8,0
820631206,3,0,0,0,0,0,2,5,0
820631207,1,0,0,0,0,0,0,1,0
820631208,0,0,0,0,0,0,0,0,0
820631209,1,0,0,0,0,0,0,1,0
820631210,14,7,1,0,0,0,8,30,0
820631211,9,0,0,0,0,0,0,9,0
820631212,0,0,0,0,0,0,0,0,0
