radio_cens,Casa Tipo B,Casilla,Departamento,Local no construido para habitación,Pieza en hotel familiar o pensión,Pieza en inquilinato,Rancho,Total,Vivienda móvil
820631213,2,0,0,0,0,0,0,2,0
820631214,4,0,0,0,0,1,0,5,0
820631215,0,0,0,0,0,0,0,0,0
820631301,1,0,0,0,0,0,0,1,0
820631302,0,0,0,0,0,0,0,0,0
820631303,0,0,0,0,0,0,0,0,0
820631304,0,0,0,0,0,0,0,0,0
820631305,0,0,0,0,0,0,0,0,0
820631306,0,0,0,0,0,0,0,0,0
820631307,0,0,0,0,0,0,0,0,0
820631308,3,1,0,0,0,0,0,4,0
820631309,14,11,0,0,0,0,0,25,0
820631310,1,0,0,0,0,0,0,1,0
820631311,0,0,0,0,0,0,0,0,0
820631312,0,0,0,0,0,0,0,0,0
820631313,0,0,0,0,0,0,0,0,0
820631314,0,0,0,0,0,0,0,0,0
820631315,0,0,0,0,0,0,0,0,0
820631316,0,0,0,0,0,0,0,0,0
820631317,2,0,0,0,0,0,0,2,0
820631318,1,0,0,0,0,0,0,1,0
820631319,1,0,0,0,0,0,0,1,0
820631320,0,0,0,0,0,0,0,0,0
820631401,0,0,0,0,0,0,0,0,0
820631402,1,0,0,0,0,0,0,1,0
820631403,19,0,6,0,0,0,0,25,0
820631404,0,0,0,0,0,0,0,0,0
820631405,0,0,0,0,0,0,0,0,0
820631406,0,0,0,0,0,0,0,0,0
820631407,0,0,0,0,0,0,0,0,0
820631408,0,0,0,0,0,0,0,0,0
820631409,0,0,0,0,0,0,0,0,0
820631410,2,0,0,0,0,0,0,2,0
820631411,0,0,0,0,0,0,0,0,0
820631501,2,0,0,0,0,0,0,2,0
820631502,0,0,0,0,0,0,0,0,0
820631503,0,0,0,0,0,0,0,0,0
820631504,0,0,0,0,0,0,0,0,0
820631505,0,0,0,0,0,0,0,0,0
820631506,0,0,0,0,0,0,0,0,0
820631507,0,0,0,0,0,0,0,0,0
820631508,1,0,0,0,0,0,0,1,0
820631509,0,0,0,0,0,0,0,0,0
820631510,0,0,0,0,0,0,0,0,0
820631511,1,0,0,0,0,0,0,1,0
820631512,0,1,0,0,0,0,0,1,0
820631513,0,0,0,0,0,0,0,0,0
820631601,0,0,0,0,0,0,0,0,0
820631602,0,0,0,0,0,0,0,0,0
820631603,0,0,0,0,0,0,0,0,0
820631604,0,0,0,0,0,0,0,0,0
820631605,0,0,0,0,0,0,0,0,0
820631606,0,0,0,0,0,0,0,0,0
820631607,0,0,0,0,0,0,0,0,0
820631608,1,0,0,0,0,0,0,1,0
820631609,0,0,0,0,0,0,0,0,0
820631610,1,0,0,0,0,0,0,1,0
820631611,0,0,0,0,0,0,0,0,0
820631612,0,0,0,0,0,0,0,0,0
820631701,0,0,0,0,0,0,0,0,0
820631702,5,0,0,0,0,0,0,5,0
820631703,7,0,0,0,0,0,1,8,0
820631704,0,0,0,0,0,0,0,0,0
820631705,5,0,0,0,0,0,0,5,0
820631706,0,0,0,0,0,0,0,0,0
820631707,0,0,0,0,0,0,0,0,0
820631708,0,0,0,0,0,0,0,0,0
820631709,0,0,0,0,0,0,0,0,0
820631710,1,0,0,0,0,0,0,1,0
820631711,0,0,0,0,0,0,0,0,0
820631712,0,0,0,0,0,0,0,0,0
820631713,0,0,0,0,0,0,0,0,0
820631714,0,0,0,0,0,0,0,0,0
820631801,0,1,0,0,0,0,0,1,0
820631802,0,0,0,0,0,0,0,0,0
820631803,0,0,0,0,0,0,0,0,0
820631804,0,0,0,0,0,0,0,0,0
820631805,0,0,0,0,0,0,0,0,0
820631806,0,0,0,0,0,0,0,0,0
820631807,0,0,0,0,6,0,0,6,0
820631808,0,0,0,0,0,0,0,0,0
820631809,0,0,0,0,0,0,0,0,0
820631810,0,0,0,0,0,0,0,0,0
820631811,0,0,0,0,0,0,0,0,0
820631812,0,0,0,0,0,0,0,0,0
820631813,0,0,0,0,0,0,0,0,0
820631901,1,0,0,0,0,0,0,1,0
820631902,0,0,0,0,0,0,0,0,0
820631903,0,0,0,0,0,0,0,0,0
820631904,2,0,0,0,0,0,0,2,0
820631905,1,0,0,0,0,0,0,1,0
820631906,0,0,0,0,0,0,0,0,0
820631907,0,0,1,0,0,0,0,1,0
820631908,4,0,0,0,0,0,1,5,0
820631909,0,0,0,0,0,0,6,6,0
820631910,7,0,0,0,0,0,1,8,0
820631911,2,0,0,0,0,0,0,2,0
820631912,0,0,0,0,0,0,0,0,0
820631913,27,7,0,0,0,0,24,58,0
820632001,0,0,0,0,0,0,0,0,0
820632002,0,0,0,0,0,0,0,0,0
820632003,0,0,0,0,0,0,0,0,0
820632004,0,0,0,0,0,0,0,0,0
820632005,0,0,0,0,0,0,0,0,0
820632006,0,0,0,0,0,0,0,0,0
820632007,0,0,0,0,0,0,0,0,0
820632008,0,0,0,0,0,0,0,0,0
820632009,0,0,0,0,0,0,0,0,0
820632010,1,0,0,0,0,0,0,1,0
820632011,0,0,0,0,0,0,0,0,0
820632012,2,0,0,0,0,0,0,2,0
820632101,0,0,0,0,0,0,0,0,0
820632102,0,0,0,0,0,0,0,0,0
820632103,0,0,1,0,0,0,0,1,0
820632104,1,0,0,0,0,0,0,1,0
820632105,0,0,0,0,0,0,0,0,0
820632106,0,0,0,0,0,0,0,0,0
820632107,0,0,0,0,0,0,0,0,0
820632108,0,0,0,0,0,0,0,0,0
820632109,0,0,0,0,0,0,0,0,0
820632110,0,0,0,0,0,0,0,0,0
820632111,0,0,0,0,0,0,0,0,0
820632112,0,0,0,0,0,0,0,0,0
820632113,0,0,0,0,0,0,0,0,0
820632114,0,0,0,0,0,0,0,0,0
820632115,0,0,11,0,0,0,0,11,0
820632201,0,0,0,0,0,0,0,0,0
820632202,0,0,0,0,0,0,0,0,0
820632203,0,0,1,0,0,0,0,1,0
820632204,0,0,0,0,0,0,0,0,0
820632205,0,0,0,0,0,0,0,0,0
820632206,0,0,0,0,0,0,0,0,0
820632207,0,0,0,0,0,0,0,0,0
820632208,0,0,0,0,0,0,0,0,0
820632209,0,0,0,0,0,0,0,0,0
820632210,0,0,0,0,0,0,0,0,0
820632211,0,0,0,0,0,0,0,0,0
820632212,0,0,0,0,0,0,0,0,0
820632213,0,0,0,0,0,0,0,0,0
820632214,0,0,0,0,0,0,0,0,0
820632301,0,0,0,0,0,0,0,0,0
820632302,0,0,0,0,0,0,0,0,0
820632303,0,0,0,0,0,0,0,0,0
820632304,0,0,0,0,0,0,0,0,0
820632305,0,0,0,0,0,0,0,0,0
820632306,0,0,0,0,0,0,0,0,0
820632307,0,0,0,0,0,0,0,0,0
820632308,0,0,0,0,0,0,0,0,0
820632309,0,0,0,0,0,0,0,0,0
820632310,0,0,0,0,0,0,0,0,0
820632311,0,0,0,0,0,0,0,0,0
820632312,0,1,0,0,0,0,0,1,0
820632313,0,0,0,0,0,0,0,0,0
820632314,8,0,2,1,0,0,0,11,0
820632401,0,0,9,0,0,0,0,9,0
820632402,0,0,0,0,0,0,0,0,0
820632403,0,0,0,0,0,0,0,0,0
820632404,0,0,0,0,0,0,0,0,0
820632405,0,0,0,0,0,0,0,0,0
820632406,0,0,0,0,0,0,0,0,0
820632407,0,0,0,0,0,0,0,0,0
820632408,0,0,0,0,0,1,0,1,0
820632409,0,0,0,0,0,0,0,0,0
820632410,28,0,3,0,0,0,0,31,0
820632411,0,0,0,0,0,0,0,0,0
820632412,2,0,0,0,0,0,0,2,0
820632413,0,2,0,0,0,0,0,2,0
820632414,0,0,0,0,0,0,0,0,0
820632415,0,0,1,0,0,0,0,1,0
820632416,0,0,0,0,0,0,0,0,0
820632417,0,0,0,0,0,0,0,0,0
820632418,0,0,0,0,0,0,0,0,0
820632501,1,0,0,0,0,0,0,1,0
820632502,2,1,0,0,0,0,0,3,0
820632503,0,0,0,0,0,0,0,0,0
820632504,0,0,0,0,0,0,0,0,0
820632505,0,0,0,0,0,0,0,0,0
820632506,6,0,0,0,0,0,0,6,0
820632507,0,0,0,0,0,0,0,0,0
820632508,0,0,0,0,0,0,0,0,0
820632509,0,0,0,0,0,0,0,0,0
820632510,0,0,0,0,0,0,0,0,0
820632511,2,0,0,0,0,0,0,2,0
820632512,2,0,0,0,0,0,0,2,0
820632513,0,0,0,0,0,0,0,0,0
820632601,17,0,0,0,0,0,4,21,0
820632602,14,0,0,0,0,0,0,14,0
820632603,3,0,0,0,0,0,0,3,0
820632604,11,0,1,0,0,0,0,12,0
820632605,6,0,0,0,0,0,0,6,0
820632606,1,0,1,0,0,0,0,2,0
820632607,1,0,0,0,0,0,0,1,0
820632608,1,0,0,0,0,0,0,1,0
820632609,3,0,1,0,0,0,0,4,0
820632610,0,0,0,0,0,0,0,0,0
820632611,0,0,4,0,0,0,0,4,0
820632612,0,0,0,0,0,0,0,0,0
820632613,12,1,0,0,0,0,3,16,0
820632614,6,0,0,0,0,0,0,6,0
820632615,15,0,0,0,0,0,0,15,0
820632616,9,1,0,0,0,0,2,12,0
820632617,4,0,0,0,0,0,0,4,0
820632701,2,0,0,0,0,0,0,2,0
820632702,1,0,0,0,0,0,0,1,0
820632703,0,0,0,0,0,0,0,0,0
820632704,0,0,0,0,0,0,0,0,0
820632705,15,0,3,0,0,0,0,18,0
820632706,0,0,0,0,0,0,0,0,0
820632707,0,0,0,0,0,0,0,0,0
820632708,0,0,0,0,0,1,0,1,0
820632709,2,0,0,0,0,1,1,4,0
820632710,1,0,0,0,0,0,0,1,0
820632711,0,0,0,0,0,0,0,0,0
820632712,1,0,0,0,0,0,0,1,0
820632713,30,0,0,0,0,0,19,49,0
820632714,2,0,0,0,0,0,1,3,0
820632715,2,0,0,0,0,0,0,2,0
820632716,0,0,0,0,0,1,4,5,0
820632801,2,1,0,0,0,0,0,3,0
820632802,1,0,0,0,0,0,0,1,0
820632803,1,0,0,0,0,0,1,2,0
820632804,0,0,0,0,0,0,0,0,0
820632805,0,0,0,0,0,0,0,0,0
820632806,3,1,0,0,0,0,0,4,0
820632807,0,0,0,0,0,0,0,0,0
820632808,4,0,0,0,0,0,0,4,0
820632809,1,0,0,0,0,0,0,1,0
820632810,5,0,0,0,0,0,0,5,0
820632811,8,2,0,0,0,0,7,17,0
820632812,0,0,0,0,0,0,0,0,0
820632813,0,0,0,0,0,0,0,0,0
820632814,5,0,0,0,0,0,0,5,0
820632815,8,0,0,0,0,0,0,8,0
820632816,1,1,0,0,0,0,1,3,0
820632817,4,0,0,0,0,0,0,4,0
820632818,5,0,0,0,0,1,0,6,0
820632819,16,0,0,0,0,0,1,17,0
820632820,0,0,0,0,0,0,0,0,0
820632821,2,0,0,0,0,0,0,2,0
820632822,0,0,0,0,0,0,0,0,0
820632823,1,0,0,0,0,0,0,1,0
820632824,0,0,0,0,0,0,0,0,0
820632825,1,0,0,0,0,0,0,1,0
820632826,1,0,0,0,0,0,0,1,0
820632827,0,0,0,0,0,0,0,0,0
820632828,17,0,0,0,0,0,1,18,0
820632829,3,1,0,0,0,0,0,4,0
820632901,12,0,0,0,0,0,2,14,0
820632902,7,1,0,0,0,0,1,9,0
820632903,0,0,0,0,0,0,0,0,0
820632904,0,0,0,0,0,0,0,0,0
820632905,7,0,0,0,0,0,0,7,0
820632906,30,0,0,0,0,0,1,31,0
820632907,2,0,0,0,0,0,0,2,0
820632908,3,1,0,0,0,0,0,4,0
820632909,0,0,0,0,0,0,0,0,0
820632910,1,0,1,0,0,0,0,2,0
820632911,1,0,0,0,0,0,0,1,0
820632912,1,0,0,0,0,0,0,1,0
820632913,0,0,0,0,0,0,0,0,0
820632914,0,0,0,0,0,0,0,0,0
820632915,8,0,0,0,0,0,0,8,0
820633001,1,0,0,0,0,0,0,1,0
820633002,0,0,0,0,0,0,0,0,0
820633003,0,0,0,0,0,0,0,0,0
820633004,0,0,0,0,0,0,0,0,0
820633005,0,0,0,0,0,0,0,0,0
820633006,1,0,0,0,0,0,0,1,0
820633007,0,0,0,0,0,0,0,0,0
820633008,1,0,0,0,0,0,0,1,0
820633009,0,0,0,0,0,0,0,0,0
820633010,0,0,0,0,0,0,0,0,0
820633011,0,0,0,0,0,0,0,0,0
820633012,0,0,0,0,0,0,0,0,0
820633013,1,0,0,0,0,0,3,4,0
820633101,2,1,0,0,0,0,0,3,0
820633102,1,0,0,0,0,0,0,1,0
820633103,4,0,0,0,0,3,0,7,0
820633104,3,0,0,0,0,0,1,4,0
820633105,1,1,0,0,0,0,1,3,0
820633106,4,0,0,0,0,0,0,4,0
820633107,4,0,0,0,0,0,1,5,0
820633108,15,0,0,0,0,1,0,16,0
820633109,1,0,0,0,0,0,0,1,0
820633110,12,1,0,0,0,0,2,15,0
820633111,3,3,0,0,0,0,2,8,0
820633112,2,2,0,0,0,0,0,4,0
820633113,0,1,0,0,0,0,1,2,0
820633114,1,0,0,0,0,0,0,1,0
820633115,7,0,0,0,0,0,1,8,0
820633201,1,0,0,1,0,0,0,2,0
820633202,1,0,0,0,0,0,0,1,0
820633203,3,1,2,0,0,0,0,6,0
820633204,6,0,0,0,0,0,0,6,0
820633205,5,2,0,0,0,0,2,9,0
820633206,1,0,0,0,0,0,0,1,0
820633207,0,0,0,0,0,0,0,0,0
820633208,1,0,0,0,0,0,0,1,0
820633209,0,0,0,0,0,0,0,0,0
820633210,0,0,0,0,0,0,0,0,0
820633211,8,1,0,0,0,0,0,9,0
820633212,6,0,0,0,0,0,1,7,0
820633213,0,0,1,0,0,0,0,1,0
820633214,0,0,30,0,0,0,0,30,0
820633215,0,0,0,0,0,0,0,0,0
820633216,0,0,0,0,0,0,0,0,0
820633301,17,1,0,0,0,0,1,19,0
820633302,7,1,0,0,0,0,0,8,0
820633303,3,2,0,0,0,0,3,8,0
820633304,4,0,0,0,0,0,1,5,0
820633305,1,0,0,0,0,0,2,3,0
820633306,0,0,1,0,0,0,0,1,0
820633307,0,0,0,0,0,0,0,0,0
820633308,1,0,0,0,0,0,0,1,0
820633309,1,0,0,0,0,0,2,3,0
820633310,7,0,0,0,0,0,1,8,0
820633401,6,0,0,0,0,0,4,10,0
820633402,4,0,1,0,0,0,1,6,0
820633403,2,0,0,0,0,0,1,3,0
820633404,4,0,0,0,0,1,3,8,0
820633405,13,0,0,0,0,0,1,14,0
820633406,1,0,0,0,0,0,0,1,0
820633407,1,0,0,0,0,0,1,2,0
820633408,1,0,0,0,0,0,0,1,0
820633409,10,2,0,0,0,0,0,12,0
820633410,6,2,0,0,0,0,0,8,0
820633411,3,0,0,0,0,0,0,3,0
820633412,3,0,0,0,0,0,0,3,0
820633413,4,0,0,0,0,0,0,4,0
820633501,2,0,0,0,0,1,0,3,0
820633502,2,0,0,0,0,0,0,2,0
820633503,2,0,0,0,0,0,0,2,0
820633504,0,0,0,0,0,0,0,0,0
820633505,0,0,0,0,0,0,0,0,0
820633506,0,0,0,0,0,0,0,0,0
820633507,0,0,0,0,0,0,0,0,0
820633508,0,0,0,0,0,0,0,0,0
820633509,0,0,0,0,0,0,0,0,0
820700101,4,1,0,0,0,0,1,7,1
820700102,1,0,0,0,0,0,0,1,0
820700103,1,0,0,0,0,0,0,1,0
820700104,9,0,0,0,0,0,0,9,0
820700105,4,1,0,0,0,0,0,5,0
820700106,0,0,0,0,0,0,0,0,0
820700107,1,0,0,0,0,0,0,1,0
820700108,1,0,0,0,0,0,0,1,0
820700109,0,0,0,0,0,0,0,0,0
820700110,0,0,0,0,0,0,0,0,0
820700111,14,0,0,0,0,0,0,14,0
820700112,6,0,0,0,0,0,0,6,0
820700113,0,0,0,0,0,0,0,0,0
820700114,5,0,0,0,0,0,0,5,0
820700115,3,0,0,0,0,0,0,3,0
820700116,1,0,0,0,0,0,0,1,0
820700117,0,0,0,0,0,0,0,0,0
820700201,2,0,0,0,0,0,0,2,0
820700202,4,1,0,0,0,0,0,5,0
820700203,2,0,0,0,0,0,0,2,0
820700204,0,0,0,0,0,0,0,0,0
820700205,5,0,0,0,0,0,1,6,0
820700206,1,0,0,0,0,0,0,1,0
820700207,0,0,0,0,0,0,0,0,0
820700208,3,0,0,0,0,0,0,3,0
820700209,1,0,0,0,0,0,0,1,0
820700210,2,1,0,0,0,0,0,3,0
820700211,1,0,0,0,0,0,0,1,0
820700212,0,0,0,0,0,0,0,0,0
820700213,0,0,0,0,0,0,0,0,0
820700214,2,0,0,0,0,0,0,2,0
820700215,0,0,0,0,0,0,0,0,0
820700216,0,0,0,0,0,0,0,0,0
820700217,0,0,0,0,0,0,0,0,0
820700218,4,0,0,0,0,0,0,4,0
820700219,1,0,0,0,0,0,0,1,0
820700220,4,0,0,0,0,0,0,4,0
820700221,0,0,0,0,0,0,0,0,0
820700222,1,0,0,0,0,0,0,1,0
820700301,6,3,0,0,0,0,5,14,0
820700302,2,1,0,0,0,0,0,3,0
820700303,4,0,0,0,0,0,0,4,0
820700304,3,0,0,0,0,0,3,6,0
820700305,1,0,0,0,0,0,0,1,0
820700306,0,0,0,0,0,0,0,0,0
820700307,0,0,0,0,0,0,0,0,0
820700308,0,0,0,0,0,0,0,0,0
820700309,0,0,0,0,0,0,0,0,0
820700310,1,2,0,0,0,0,0,3,0
820700311,4,0,0,0,0,0,0,4,0
820700312,0,0,0,0,0,0,0,0,0
820700313,2,0,0,0,0,0,0,2,0
820700314,0,0,0,0,0,0,1,1,0
820700315,8,1,0,0,0,0,0,9,0
820700316,0,0,0,0,0,0,0,0,0
820700317,0,0,0,0,0,0,0,0,0
820700318,16,0,0,0,0,0,0,16,0
820700319,0,0,0,0,0,0,0,0,0
820700320,4,1,0,0,0,0,0,5,0
820700401,10,2,0,0,0,0,2,14,0
820700402,4,1,1,0,0,0,0,6,0
820700403,0,0,0,0,0,0,0,0,0
820700404,0,0,0,0,0,0,0,0,0
820700405,0,0,0,0,0,0,0,0,0
820700406,1,1,0,0,0,0,0,2,0
820700407,0,0,0,0,0,0,0,0,0
820700408,0,0,0,0,0,0,0,0,0
820700409,0,0,0,0,0,0,0,0,0
820700410,3,0,0,0,0,0,0,3,0
820700411,0,0,0,0,0,0,0,0,0
820700412,0,0,0,0,0,0,0,0,0
820700413,0,0,0,0,0,0,0,0,0
820700414,3,0,0,0,0,0,0,3,0
820700415,0,1,0,0,0,0,0,1,0
820700416,2,0,0,0,0,0,0,2,0
820700417,6,0,0,0,0,0,0,6,0
820700418,0,0,0,0,0,0,0,0,0
820700419,17,0,0,0,0,0,0,17,0
820700420,0,0,0,0,0,0,0,0,0
820700501,4,0,0,0,0,0,1,5,0
820700502,1,0,0,0,0,0,0,1,0
820700503,2,0,0,0,0,0,0,2,0
820700504,2,0,0,1,0,0,0,3,0
820700505,3,0,0,0,0,0,0,3,0
820700506,0,0,0,0,0,0,0,0,0
820700507,0,0,0,0,0,0,0,0,0
820700508,0,0,0,0,0,0,0,0,0
820700509,1,0,0,0,0,0,0,1,0
820700510,0,0,0,0,0,0,0,0,0
820700511,0,0,0,0,0,0,0,0,0
820700512,1,0,0,0,0,0,0,1,0
820700513,2,0,0,0,0,0,0,2,0
820700514,1,0,0,0,0,0,1,2,0
820700515,0,0,0,0,0,0,0,0,0
820700516,0,0,0,0,0,0,0,0,0
820700517,0,0,0,0,0,0,0,0,0
820700518,1,0,0,0,0,0,0,1,0
820700519,0,0,0,0,0,0,2,2,0
820700520,3,0,0,0,0,0,0,3,0
820700521,1,0,0,0,0,0,0,1,0
820700522,0,0,0,0,0,0,0,0,0
820700523,1,0,0,0,0,0,0,1,0
820700524,2,0,0,0,0,1,0,3,0
820700525,0,0,0,0,0,0,0,0,0
820700601,3,3,0,0,0,0,0,6,0
820700602,4,0,0,0,0,0,0,4,0
820700603,1,0,0,0,0,0,0,1,0
820700604,0,0,0,0,0,0,0,0,0
820700605,4,0,0,0,0,0,2,6,0
820700606,0,0,0,0,0,0,0,0,0
820700607,2,0,0,1,0,0,0,3,0
820700608,0,0,0,0,0,0,0,0,0
820700609,1,0,0,0,0,0,0,1,0
820700610,0,0,0,0,0,0,0,0,0
820700611,3,0,0,0,0,0,2,5,0
820700612,3,0,0,0,0,0,0,3,0
820700613,1,2,0,0,0,0,0,3,0
820700701,0,0,0,0,0,0,0,0,0
820700702,1,0,0,0,0,0,0,1,0
820700703,0,0,0,0,0,0,0,0,0
820700704,0,0,0,0,0,0,0,0,0
820700705,1,1,0,0,0,0,0,2,0
820700706,0,0,0,0,0,0,0,0,0
820700707,3,0,0,0,0,0,0,3,0
820700708,5,0,0,0,0,0,1,6,0
820700709,0,0,0,0,0,0,1,1,0
820700710,21,0,0,0,0,0,0,21,0
820700711,0,0,0,0,0,0,0,0,0
820700712,2,0,0,0,0,0,1,3,0
820700713,0,0,0,0,0,0,0,0,0
820700714,0,0,0,0,0,0,0,0,0
820700715,1,0,0,0,0,0,0,1,0
820700716,17,0,0,0,0,0,0,17,0
820700717,0,0,0,0,0,0,0,0,0
820700718,0,1,0,0,0,0,0,1,0
820770101,20,0,0,1,0,0,8,29,0
820770102,21,0,0,0,0,0,10,32,1
820770103,41,0,0,0,0,0,1,42,0
820770104,16,5,0,0,0,0,11,34,2
820770105,10,4,0,0,0,0,5,19,0
820770106,26,0,0,0,0,1,0,27,0
820770107,19,0,0,0,0,0,0,19,0
820770201,15,2,0,0,0,0,4,21,0
820770202,12,1,0,0,0,0,7,20,0
820770203,4,0,0,1,0,0,0,5,0
820770204,10,1,0,0,0,0,0,13,2
820770205,0,0,0,0,0,0,0,0,0
820770206,34,0,0,0,0,0,1,35,0
820770207,23,0,0,0,0,4,0,27,0
820770301,4,2,0,0,0,0,1,10,3
820770302,12,0,0,0,0,0,0,12,0
820770303,28,0,0,0,0,0,1,29,0
820770304,13,0,0,0,0,0,0,13,0
820770305,38,5,0,0,0,2,10,55,0
820770306,6,0,0,0,0,0,0,6,0
820770307,6,0,0,0,0,1,0,7,0
820770308,33,0,0,0,0,0,0,33,0
820770309,20,0,0,0,0,0,4,24,0
820770310,7,0,0,0,0,0,0,7,0
820770311,5,1,0,0,0,0,0,6,0
820770312,0,0,0,0,0,0,0,0,0
820770313,14,0,0,0,0,0,0,14,0
820770314,26,0,0,0,0,0,0,26,0
820770315,1,1,0,0,0,0,0,2,0
820770316,8,0,0,0,0,0,1,9,0
820770317,6,1,0,0,0,0,0,7,0
820770401,0,2,0,0,0,0,0,2,0
820770402,2,0,0,0,0,0,0,2,0
820770403,5,0,0,0,0,0,0,5,0
820770404,1,0,0,0,0,0,1,2,0
820770405,0,0,0,0,0,0,0,0,0
820770406,0,0,0,0,0,0,0,0,0
820770407,1,0,0,0,0,0,0,1,0
820770408,1,0,0,0,0,0,0,1,0
820770409,0,0,0,0,0,0,0,0,0
820840101,2,0,0,0,0,0,1,3,0
820840102,3,0,0,0,0,0,1,4,0
820840103,5,0,0,0,0,0,2,7,0
820840201,7,3,0,0,0,1,1,12,0
820840202,6,0,0,0,0,1,0,7,0
820840203,4,0,0,0,0,0,0,4,0
820840204,5,0,0,0,0,0,0,5,0
820840205,2,0,0,0,0,0,0,2,0
820840206,5,0,0,0,0,0,2,7,0
820840207,3,0,0,0,0,0,0,3,0
820840208,0,0,0,0,0,0,0,0,0
820840209,0,0,0,0,0,0,0,0,0
820840210,0,0,0,0,0,0,1,1,0
820840211,8,0,0,0,0,0,1,9,0
820840212,3,0,0,0,0,1,0,4,0
820840213,0,0,0,0,0,0,0,0,0
820840214,6,1,0,0,0,0,1,8,0
820840301,12,9,0,0,0,0,4,25,0
820840302,7,0,0,0,0,0,0,7,0
820840303,9,0,0,0,0,0,0,9,0
820840304,12,0,0,0,0,0,0,12,0
820840305,6,0,0,0,0,0,2,8,0
820840306,5,0,2,0,0,1,0,8,0
820840307,0,0,0,0,0,0,1,1,0
820840308,18,18,0,0,0,0,15,51,0
820840309,3,0,0,0,0,0,0,3,0
820840310,4,2,0,0,0,0,1,7,0
820840311,17,2,0,0,0,0,1,20,0
820840401,1,0,0,0,0,0,0,1,0
820840402,0,0,0,0,0,0,0,0,0
820840403,0,0,0,0,0,0,0,0,0
820840404,1,0,0,0,0,0,0,1,0
820840405,0,0,0,0,0,0,0,0,0
820840406,0,0,0,0,0,0,0,0,0
820840407,0,0,0,0,0,0,0,0,0
820840408,1,0,0,0,0,0,0,1,0
820840409,0,0,0,0,0,0,0,0,0
820840410,0,0,0,0,0,0,0,0,0
820840411,1,0,0,0,0,0,0,1,0
820840412,1,0,0,0,0,0,0,1,0
820840413,4,0,0,0,0,0,0,4,0
820840414,0,0,0,0,0,0,0,0,0
820840415,0,0,0,0,0,0,0,0,0
820840416,0,0,0,0,0,0,0,0,0
820840417,0,0,0,0,0,0,0,0,0
820840418,0,0,0,0,0,0,0,0,0
820840419,0,0,0,0,0,0,0,0,0
820840420,0,0,0,0,0,0,0,0,0
820840421,18,2,0,0,0,0,9,29,0
820840422,4,0,0,0,0,0,0,4,0
820840501,0,0,0,0,0,0,0,0,0
820840502,10,0,0,0,0,0,0,10,0
820840503,3,0,0,0,0,0,0,3,0
820840504,1,0,0,0,0,0,0,1,0
820840505,5,0,0,0,0,0,3,8,0
820840506,0,0,0,0,0,0,0,0,0
820840507,0,0,0,0,0,0,0,0,0
820840508,0,0,0,0,0,0,0,0,0
820840509,0,0,0,0,0,0,0,0,0
820840510,0,0,0,0,0,0,0,0,0
820840511,0,0,0,0,0,0,0,0,0
820840512,3,0,0,0,0,0,0,3,0
820840513,0,0,0,0,0,0,0,0,0
820840514,21,0,2,0,0,0,0,23,0
820840515,0,0,0,0,0,0,0,0,0
820840516,9,0,0,0,0,0,0,9,0
820840517,1,0,0,0,0,0,0,1,0
820840518,0,0,0,0,0,0,0,0,0
820840519,0,0,0,0,0,0,0,0,0
820840601,0,0,0,0,0,0,0,0,0
820840602,0,0,0,0,0,0,0,0,0
820840603,0,0,0,0,0,0,0,0,0
820840604,5,1,0,0,0,0,1,7,0
820840605,20,5,0,0,0,0,1,26,0
820840606,0,0,0,0,0,0,0,0,0
820840607,0,0,0,0,0,0,0,0,0
820840608,0,0,0,0,0,0,0,0,0
820840609,0,0,0,0,0,0,0,0,0
820840610,0,0,0,0,0,0,0,0,0
820840611,0,0,0,0,0,0,0,0,0
820840612,0,0,0,0,0,0,0,0,0
820840613,1,0,0,0,0,0,0,1,0
820840614,42,2,0,0,0,0,0,44,0
820840615,1,0,0,0,0,0,0,1,0
820840616,13,6,0,0,0,0,0,19,0
820840617,6,0,0,0,0,0,0,6,0
820840618,3,0,1,0,0,0,0,4,0
820840619,2,0,0,0,0,0,0,2,0
820840620,0,0,0,0,0,0,0,0,0
820840621,0,0,0,0,0,0,0,0,0
820840622,0,0,0,0,0,0,0,0,0
820840623,12,2,0,0,0,0,0,14,0
820840624,0,0,0,0,0,0,0,0,0
820840701,5,0,0,1,0,0,0,6,0
820840702,5,0,0,0,0,0,0,5,0
820840703,2,1,1,0,0,0,0,4,0
820840704,9,1,0,0,0,0,0,10,0
820840705,1,1,0,0,0,0,0,2,0
820840706,14,0,0,0,0,0,2,16,0
820840707,13,0,0,0,0,0,0,13,0
820840708,2,0,0,0,0,0,0,2,0
820840709,1,0,0,0,0,0,0,1,0
820840710,0,0,0,0,0,0,0,0,0
820840711,0,0,0,0,0,0,0,0,0
820840712,0,0,0,0,0,0,0,0,0
820840713,0,0,0,0,0,0,0,0,0
820840714,0,0,0,0,0,0,0,0,0
820840715,2,0,1,0,0,0,0,3,0
820840716,0,0,0,0,0,0,0,0,0
820840717,1,3,0,1,0,0,2,8,1
820840718,5,0,0,0,0,0,0,5,0
820840719,0,0,0,0,0,0,0,0,0
820840720,0,0,0,0,0,0,0,0,0
820840721,43,5,0,0,0,0,4,52,0
820840722,9,1,0,0,0,0,2,12,0
820840723,0,0,0,0,0,0,0,0,0
820840724,3,1,0,0,0,0,2,6,0
820840801,0,0,0,0,0,0,0,0,0
820840802,0,0,0,0,0,0,0,0,0
